frame,landmark_index,x,y,z
0,0,0.597031831741333,0.28212809562683105,-0.6555692553520203
0,1,0.6145069003105164,0.23499637842178345,-0.6226224899291992
0,2,0.6262676119804382,0.23764069378376007,-0.623163104057312
0,3,0.6346590518951416,0.24029959738254547,-0.6231755614280701
0,4,0.5839067697525024,0.23657554388046265,-0.5990262627601624
0,5,0.5754141211509705,0.23841369152069092,-0.5996868014335632
0,6,0.5661901831626892,0.24132484197616577,-0.6001848578453064
0,7,0.6492890119552612,0.2638968229293823,-0.4059237837791443
0,8,0.5588856339454651,0.270041823387146,-0.2948554754257202
0,9,0.6178062558174133,0.330755352973938,-0.5683059692382812
0,10,0.5818939805030823,0.33365583419799805,-0.540551483631134
0,11,0.7416049242019653,0.5822017788887024,-0.3133493959903717
0,12,0.5140977501869202,0.6034139394760132,-0.07082035392522812
0,13,0.7633320689201355,0.950646162033081,-0.37225016951560974
0,14,0.49959272146224976,0.9385900497436523,0.013236122205853462
0,15,0.722817599773407,1.2153081893920898,-0.6088671088218689
0,16,0.5100834369659424,1.1920983791351318,-0.16087910532951355
0,23,0.6945816874504089,1.1874535083770752,-0.06011012941598892
0,24,0.5477417707443237,1.1760915517807007,0.05970779433846474
1,0,0.5962772369384766,0.2814136743545532,-0.6433318853378296
1,1,0.6135101914405823,0.23482808470726013,-0.6107293367385864
1,2,0.625252366065979,0.23717811703681946,-0.6112807989120483
1,3,0.6342967748641968,0.2398880571126938,-0.6112807393074036
1,4,0.5829612016677856,0.2376869171857834,-0.5855231881141663
1,5,0.5748429894447327,0.24063444137573242,-0.5862630605697632
1,6,0.5657370686531067,0.24371439218521118,-0.5867645740509033
1,7,0.6492636799812317,0.26353591680526733,-0.39528709650039673
1,8,0.5588553547859192,0.2705950438976288,-0.27740296721458435
1,9,0.6178066730499268,0.33070752024650574,-0.555840253829956
1,10,0.581790030002594,0.3330894112586975,-0.5267345309257507
1,11,0.7420292496681213,0.5851081013679504,-0.30374589562416077
1,12,0.5139342546463013,0.6039522290229797,-0.055164776742458344
1,13,0.7634211182594299,0.9516608119010925,-0.34459611773490906
1,14,0.4953421652317047,0.9391547441482544,0.011477318592369556
1,15,0.7131688594818115,1.2156264781951904,-0.5557128190994263
1,16,0.4900476038455963,1.1925389766693115,-0.2098686397075653
1,23,0.6941725015640259,1.2092976570129395,-0.06486751139163971
1,24,0.5474895238876343,1.19277024269104,0.06446739286184311
2,0,0.5960820317268372,0.2806502878665924,-0.6304858326911926
2,1,0.6130653023719788,0.23400163650512695,-0.5941402912139893
2,2,0.6246775388717651,0.23587073385715485,-0.5946844816207886
2,3,0.6340492963790894,0.23872189223766327,-0.5946261882781982
2,4,0.5825520753860474,0.238212451338768,-0.5729531049728394
2,5,0.5745605826377869,0.24201668798923492,-0.5736791491508484
2,6,0.5655145645141602,0.2453969269990921,-0.5741218328475952
2,7,0.6492599844932556,0.2631063759326935,-0.3671598732471466
2,8,0.5588533878326416,0.27126869559288025,-0.2686440050601959
2,9,0.6178812384605408,0.3306863009929657,-0.5397204756736755
2,10,0.5818145275115967,0.3327476680278778,-0.5161970853805542
2,11,0.7423357367515564,0.5856654644012451,-0.26268264651298523
2,12,0.5141072869300842,0.6039578318595886,-0.05830400809645653
2,13,0.7636563181877136,0.9528110027313232,-0.3412545621395111
2,14,0.48477447032928467,0.9391542077064514,-0.0991876944899559
2,15,0.7018013000488281,1.1975491046905518,-0.6039455533027649
2,16,0.4297831654548645,1.0953586101531982,-0.4534970819950104
2,23,0.6941903233528137,1.2175415754318237,-0.05689357966184616
2,24,0.5481140613555908,1.2047231197357178,0.05646640434861183
3,0,0.5960825085639954,0.2797814607620239,-0.6139868497848511
3,1,0.6127170920372009,0.23307585716247559,-0.5737741589546204
3,2,0.6241970658302307,0.2345578670501709,-0.5743390321731567
3,3,0.6337846517562866,0.23740825057029724,-0.5742595195770264
3,4,0.5824857354164124,0.2382059097290039,-0.5586703419685364
3,5,0.5745046138763428,0.2420760840177536,-0.5593468546867371
3,6,0.5654704570770264,0.24549755454063416,-0.5597955584526062
3,7,0.6492045521736145,0.26261842250823975,-0.33233827352523804
3,8,0.5588449239730835,0.2712789475917816,-0.2627600133419037
3,9,0.6179161667823792,0.33051976561546326,-0.5183896422386169
3,10,0.5818759799003601,0.3319457173347473,-0.5033748149871826
3,11,0.7433836460113525,0.5856519937515259,-0.2188762128353119
3,12,0.513903796672821,0.6041877865791321,-0.05579080805182457
3,13,0.7686305642127991,0.9643693566322327,-0.3138855993747711
3,14,0.4821127653121948,0.9430800676345825,-0.19530129432678223
3,15,0.5984483957290649,1.0600265264511108,-0.6394138932228088
3,16,0.40428876876831055,1.0308395624160767,-0.7349691390991211
3,23,0.6933841705322266,1.251556634902954,-0.04569356143474579
3,24,0.5474430918693542,1.218932032585144,0.045212723314762115
4,0,0.5962554216384888,0.2795773148536682,-0.6444255113601685
4,1,0.612466037273407,0.23235821723937988,-0.5929335951805115
4,2,0.623813271522522,0.23342376947402954,-0.5935754179954529
4,3,0.6335974931716919,0.23603056371212006,-0.5934431552886963
4,4,0.5824449062347412,0.23823648691177368,-0.585517168045044
4,5,0.5744578242301941,0.24242565035820007,-0.5861485600471497
4,6,0.5654692053794861,0.24605248868465424,-0.5866143703460693
4,7,0.6492015719413757,0.26159894466400146,-0.34106025099754333
4,8,0.5588782429695129,0.2717263102531433,-0.26864251494407654
4,9,0.6182301044464111,0.33015117049217224,-0.5266367197036743
4,10,0.5821793079376221,0.3316437900066376,-0.5256021022796631
4,11,0.7441571354866028,0.586608350276947,-0.20847006142139435
4,12,0.5136746764183044,0.6035571098327637,-0.057438597083091736
4,13,0.7687692642211914,0.9792221784591675,-0.3178047835826874
4,14,0.47262826561927795,0.9433068037033081,-0.22631186246871948
4,15,0.5849050879478455,1.003950595855713,-0.7945981621742249
4,16,0.39832714200019836,0.9962698221206665,-0.8371641039848328
4,23,0.6933704018592834,1.260419249534607,-0.014268090017139912
4,24,0.5432437062263489,1.2360864877700806,0.014011855237185955
5,0,0.5962599515914917,0.2794156074523926,-0.6601876020431519
5,1,0.6122481822967529,0.23208780586719513,-0.6125072240829468
5,2,0.6235525608062744,0.23302261531352997,-0.6130821108818054
5,3,0.6335095763206482,0.23557928204536438,-0.6130393147468567
5,4,0.5823593139648438,0.23826423287391663,-0.5968182682991028
5,5,0.5743803381919861,0.24260203540325165,-0.5974586009979248
5,6,0.5654840469360352,0.24623802304267883,-0.5979200005531311
5,7,0.6492360830307007,0.261185884475708,-0.35017141699790955
5,8,0.5592323541641235,0.271748423576355,-0.27010399103164673
5,9,0.6183682084083557,0.3299707770347595,-0.5473247766494751
5,10,0.5822604298591614,0.3314838707447052,-0.5345981121063232
5,11,0.7454509735107422,0.5861204862594604,-0.22527429461479187
5,12,0.5140194892883301,0.603556752204895,-0.030063997954130173
5,13,0.7677258849143982,0.9844270944595337,-0.4251962900161743
5,14,0.46344736218452454,0.9459651112556458,-0.19221468269824982
5,15,0.5781733989715576,0.9283981919288635,-0.8695351481437683
5,16,0.3731915056705475,0.9200008511543274,-0.8361254334449768
5,23,0.6926597952842712,1.2564585208892822,-0.02736484445631504
5,24,0.5364705324172974,1.2374838590621948,0.027527933940291405
6,0,0.5970373153686523,0.27893203496932983,-0.5231926441192627
6,1,0.612359344959259,0.23201678693294525,-0.4846295714378357
6,2,0.623658299446106,0.23291032016277313,-0.48514121770858765
6,3,0.6338728666305542,0.23537039756774902,-0.48513099551200867
6,4,0.5825401544570923,0.238356813788414,-0.45505425333976746
6,5,0.5744283199310303,0.242839977145195,-0.4557437300682068
6,6,0.5658569931983948,0.2464608997106552,-0.45618993043899536
6,7,0.6495513916015625,0.26043546199798584,-0.2559979259967804
6,8,0.5599304437637329,0.27203282713890076,-0.12004269659519196
6,9,0.619394838809967,0.32930564880371094,-0.4328754246234894
6,10,0.5837422609329224,0.3309004306793213,-0.39855819940567017
6,11,0.7456789016723633,0.5855923295021057,-0.20734257996082306
6,12,0.5150290727615356,0.5983325242996216,0.1494467407464981
6,13,0.7503308653831482,0.9879352450370789,-0.4490818381309509
6,14,0.4490050673484802,0.943543016910553,0.011097626760601997
6,15,0.5802772045135498,0.8124166131019592,-0.8638781309127808
6,16,0.3346419334411621,0.7523072361946106,-0.6012822389602661
6,23,0.6911094188690186,1.2523581981658936,-0.09045431762933731
6,24,0.5359711050987244,1.232324481010437,0.0902969166636467
7,0,0.5995333194732666,0.2789733111858368,-0.4796682298183441
7,1,0.6132495999336243,0.23173785209655762,-0.4417955279350281
7,2,0.6243640780448914,0.23209746181964874,-0.44228997826576233
7,3,0.6349184513092041,0.23403947055339813,-0.4422891438007355
7,4,0.5836855173110962,0.23988373577594757,-0.4174768030643463
7,5,0.5749342441558838,0.24512958526611328,-0.41818270087242126
7,6,0.5669960379600525,0.24936605989933014,-0.41863304376602173
7,7,0.650290310382843,0.2584574222564697,-0.21805481612682343
7,8,0.5611802339553833,0.275910347700119,-0.10604400187730789
7,9,0.6222723722457886,0.3292968273162842,-0.3919268548488617
7,10,0.5871626138687134,0.3313056230545044,-0.36402150988578796
7,11,0.745688796043396,0.5846750140190125,-0.16923804581165314
7,12,0.5150741338729858,0.5948699712753296,0.14055462181568146
7,13,0.7400256395339966,0.9866944551467896,-0.4255843162536621
7,14,0.4412936270236969,0.9361032843589783,0.005083238240331411
