frame,hand_index,landmark_index,x,y,z
4,0,0,0.380915105342865,0.9500066041946411,2.6665230024036646e-09
4,0,1,0.37030547857284546,0.906306803226471,-0.0054821656085550785
4,0,2,0.35055381059646606,0.8620467185974121,-0.011280846782028675
4,0,3,0.33485445380210876,0.8261845111846924,-0.014502225443720818
4,0,4,0.32358378171920776,0.7963371872901917,-0.01771051064133644
4,0,5,0.35058605670928955,0.9015271067619324,-0.02979292720556259
4,0,6,0.33589500188827515,0.8719898462295532,-0.031283188611269
4,0,7,0.3396136462688446,0.8631143569946289,-0.02717634104192257
4,0,8,0.3419326841831207,0.8621397018432617,-0.02454528771340847
4,0,9,0.3492065966129303,0.9334455132484436,-0.026927167549729347
4,0,10,0.33028677105903625,0.9056591987609863,-0.028043171390891075
4,0,11,0.3348327577114105,0.8964415192604065,-0.022962432354688644
4,0,12,0.34151020646095276,0.8960838913917542,-0.020376702770590782
4,0,13,0.34867000579833984,0.9614603519439697,-0.021573306992650032
4,0,14,0.32933247089385986,0.9359718561172485,-0.020248055458068848
4,0,15,0.3343440592288971,0.9261749982833862,-0.014589068479835987
4,0,16,0.34102532267570496,0.9236624240875244,-0.011865922249853611
4,0,17,0.348654568195343,0.9841606020927429,-0.01594778522849083
4,0,18,0.3335326313972473,0.965747058391571,-0.013928599655628204
4,0,19,0.3368493616580963,0.9572595357894897,-0.009882459416985512
4,0,20,0.3417559862136841,0.9555984139442444,-0.007615824230015278
6,0,0,0.5611310601234436,0.8125935792922974,1.9340384849186876e-09
6,0,1,0.568009078502655,0.7479826807975769,0.0005896450602449477
6,0,2,0.5623689889907837,0.6911796927452087,0.0017627902561798692
6,0,3,0.5575558543205261,0.6463063359260559,0.0033769384026527405
6,0,4,0.5610756874084473,0.6093963384628296,0.006185655016452074
6,0,5,0.5128358602523804,0.6942332983016968,0.006531797349452972
6,0,6,0.5119138360023499,0.6610556244850159,0.019279194995760918
6,0,7,0.5250381827354431,0.6750160455703735,0.02779047004878521
6,0,8,0.5324572324752808,0.6947988271713257,0.03179694712162018
6,0,9,0.49978354573249817,0.7198953628540039,0.008676343597471714
6,0,10,0.5020542144775391,0.6859169602394104,0.02483947202563286
6,0,11,0.5131650567054749,0.6964437365531921,0.029685696586966515
6,0,12,0.5201830863952637,0.713688850402832,0.02990872785449028
6,0,13,0.4944981038570404,0.7466157674789429,0.012172828428447247
6,0,14,0.49568015336990356,0.7140117883682251,0.0292623620480299
6,0,15,0.5045667290687561,0.7210116386413574,0.031040696427226067
6,0,16,0.510777473449707,0.7345898151397705,0.028440946713089943
6,0,17,0.4935682415962219,0.7708234786987305,0.015425652265548706
6,0,18,0.4922406077384949,0.7415693998336792,0.028740685433149338
6,0,19,0.500479519367218,0.745628833770752,0.032232433557510376
6,0,20,0.5076369643211365,0.7572621703147888,0.03254984691739082
6,1,0,0.31810981035232544,0.718390703201294,4.14123180192405e-10
6,1,1,0.2997201383113861,0.6768861413002014,0.004507893230766058
6,1,2,0.29445815086364746,0.6309515237808228,0.006685236003249884
6,1,3,0.2937420904636383,0.5932417511940002,0.00831688940525055
6,1,4,0.29080092906951904,0.564188539981842,0.010182490572333336
6,1,5,0.3232209086418152,0.6113066077232361,0.0028867535293102264
6,1,6,0.33836251497268677,0.5739506483078003,0.007388772908598185
6,1,7,0.3420275151729584,0.5580025911331177,0.012067820876836777
6,1,8,0.3436770439147949,0.5497511625289917,0.01485628541558981
6,1,9,0.3361230194568634,0.6214298605918884,0.0007190355681814253
6,1,10,0.3511705696582794,0.5823359489440918,0.005286831874400377
6,1,11,0.35370028018951416,0.5638927221298218,0.009055477567017078
6,1,12,0.35432764887809753,0.5534897446632385,0.010820038616657257
6,1,13,0.3462628126144409,0.6338767409324646,-0.0003867479972541332
6,1,14,0.3605283200740814,0.595221757888794,0.002820665016770363
6,1,15,0.36274611949920654,0.5747340321540833,0.006102126091718674
6,1,16,0.36260777711868286,0.5647345781326294,0.00797820184379816
6,1,17,0.3533308506011963,0.647904634475708,-0.0013480099150910974
6,1,18,0.365984708070755,0.6119993925094604,0.0007143554394133389
6,1,19,0.3682764768600464,0.5928462743759155,0.0032087541185319424
6,1,20,0.3681640028953552,0.5822775363922119,0.0049857948906719685
7,0,0,0.56415855884552,0.7669535279273987,-1.683278072484029e-09
7,0,1,0.5704930424690247,0.7071482539176941,0.0011542795691639185
7,0,2,0.5666106343269348,0.6523621082305908,0.0013248247560113668
7,0,3,0.5643569231033325,0.6079726815223694,0.0012773547787219286
7,0,4,0.5689315795898438,0.5745395421981812,0.002546392846852541
7,0,5,0.5241956114768982,0.6526694297790527,0.0037705532740801573
7,0,6,0.516913652420044,0.6205233335494995,0.013893225230276585
7,0,7,0.5273988246917725,0.6316695213317871,0.021581390872597694
7,0,8,0.5350086688995361,0.6493595242500305,0.025188561528921127
7,0,9,0.5098950266838074,0.6738749146461487,0.003872644854709506
7,0,10,0.506050705909729,0.6420042514801025,0.01695076748728752
7,0,11,0.5157667994499207,0.6519833207130432,0.021407350897789
7,0,12,0.5231972336769104,0.6675062775611877,0.021841656416654587
7,0,13,0.5011415481567383,0.6961629986763,0.005143510643392801
7,0,14,0.49786823987960815,0.6652355194091797,0.019139060750603676
7,0,15,0.5060620307922363,0.6730319857597351,0.02102763019502163
7,0,16,0.512996256351471,0.6862539052963257,0.01893896609544754
7,0,17,0.4964096248149872,0.717216968536377,0.006150185130536556
7,0,18,0.49238157272338867,0.6914448738098145,0.01777806133031845
7,0,19,0.4996992349624634,0.6964507699012756,0.021035535261034966
7,0,20,0.5068329572677612,0.7077885866165161,0.021337570622563362
7,1,0,0.3224698007106781,0.6999799013137817,-1.18023057993355e-09
7,1,1,0.3091239631175995,0.6537089347839355,0.0032092290930449963
7,1,2,0.3042553663253784,0.5989143252372742,0.0008685513748787344
7,1,3,0.30097535252571106,0.5569676756858826,-0.0030653357971459627
7,1,4,0.2981843948364258,0.5238610506057739,-0.007733670063316822
7,1,5,0.30757954716682434,0.5856012105941772,-0.005407977849245071
7,1,6,0.3233192563056946,0.5470158457756042,-0.012423399835824966
7,1,7,0.3389504849910736,0.5230011940002441,-0.017910227179527283
7,1,8,0.3518795669078827,0.502270519733429,-0.022151540964841843
7,1,9,0.314731627702713,0.5926330089569092,-0.011882350780069828
7,1,10,0.3319969177246094,0.5531968474388123,-0.01805301569402218
7,1,11,0.34735918045043945,0.527553141117096,-0.023382922634482384
7,1,12,0.36103007197380066,0.5038965940475464,-0.028276782482862473
7,1,13,0.32360467314720154,0.6039022207260132,-0.017752595245838165
7,1,14,0.339787095785141,0.5648128986358643,-0.02158626914024353
7,1,15,0.35496509075164795,0.5419387817382812,-0.022725703194737434
7,1,16,0.3681016266345978,0.5246735215187073,-0.024706950411200523
7,1,17,0.33200883865356445,0.6157887578010559,-0.023914681747555733
7,1,18,0.34468215703964233,0.5849174857139587,-0.026485972106456757
7,1,19,0.35522228479385376,0.5673404335975647,-0.026807531714439392
7,1,20,0.3655916750431061,0.5526278018951416,-0.02803206257522106
8,0,0,0.5638813972473145,0.7299734950065613,-1.966306450995603e-09
8,0,1,0.5716405510902405,0.6720506548881531,0.002455323003232479
8,0,2,0.5707646608352661,0.6187094449996948,0.002960945013910532
8,0,3,0.5707024335861206,0.5748060345649719,0.003314560977742076
8,0,4,0.5763418078422546,0.5425754189491272,0.004979279357939959
8,0,5,0.5286651253700256,0.6114563941955566,0.004014282952994108
8,0,6,0.5230206251144409,0.5867065787315369,0.015049967914819717
8,0,7,0.5314592123031616,0.5991725325584412,0.02306542731821537
8,0,8,0.5376616716384888,0.6169362664222717,0.026866130530834198
8,0,9,0.5137991905212402,0.6314648389816284,0.004112803842872381
8,0,10,0.5117766261100769,0.6054326295852661,0.0188850536942482
8,0,11,0.5197917819023132,0.6152385473251343,0.024548275396227837
8,0,12,0.5259342193603516,0.6293415427207947,0.025367116555571556
8,0,13,0.5047672986984253,0.6532080173492432,0.005595859605818987
8,0,14,0.5027450323104858,0.6262167096138,0.021339865401387215
8,0,15,0.5093427300453186,0.6332195997238159,0.024419531226158142
8,0,16,0.5152965188026428,0.6454779505729675,0.022679422050714493
8,0,17,0.4998627007007599,0.6744372844696045,0.0068884193897247314
8,0,18,0.4965660572052002,0.649978756904602,0.0196557454764843
8,0,19,0.5028853416442871,0.6548344492912292,0.02378809079527855
8,0,20,0.5092639327049255,0.6656721830368042,0.024514347314834595
8,1,0,0.3361099064350128,0.6722692847251892,-5.711236372718531e-09
8,1,1,0.3287455439567566,0.6214178204536438,0.013316246680915356
8,1,2,0.32352596521377563,0.565922200679779,0.01586672104895115
8,1,3,0.3199162483215332,0.5294702053070068,0.01412369403988123
8,1,4,0.3132476508617401,0.49942541122436523,0.0110925966873765
8,1,5,0.3231590986251831,0.5451209545135498,0.011348666623234749
8,1,6,0.34657222032546997,0.5114555954933167,0.0073504261672496796
8,1,7,0.36327579617500305,0.48588138818740845,0.002658666344359517
8,1,8,0.3764830529689789,0.4681898355484009,-0.0009239186765626073
8,1,9,0.3274996876716614,0.5496811866760254,-0.0002263813657918945
8,1,10,0.3524073362350464,0.5110753178596497,-0.0033840674441307783
8,1,11,0.37108683586120605,0.48849228024482727,-0.008449934422969818
8,1,12,0.38859546184539795,0.4727247953414917,-0.01296856626868248
8,1,13,0.33530116081237793,0.5567935109138489,-0.011227872222661972
8,1,14,0.3568096160888672,0.5157394409179688,-0.012375949881970882
8,1,15,0.37404799461364746,0.49428439140319824,-0.01280149631202221
8,1,16,0.3904126286506653,0.4819212555885315,-0.014421454630792141
8,1,17,0.3448430299758911,0.5661467909812927,-0.022020738571882248
8,1,18,0.3601827323436737,0.5296527147293091,-0.02241726592183113
8,1,19,0.3712468445301056,0.5087838172912598,-0.02168389968574047
8,1,20,0.38370904326438904,0.49545928835868835,-0.021949870511889458
9,0,0,0.565352737903595,0.7031922936439514,-1.3754205552274357e-09
9,0,1,0.574921190738678,0.6480120420455933,0.005954850930720568
9,0,2,0.5751858949661255,0.5963623523712158,0.008335274644196033
9,0,3,0.5753319263458252,0.5549328923225403,0.009561354294419289
9,0,4,0.5828877687454224,0.5256913900375366,0.0122587401419878
9,0,5,0.5396246910095215,0.5858336687088013,0.010331345722079277
