pose_world_0_x,pose_world_0_y,pose_world_0_z,pose_world_0_visibility,pose_world_1_x,pose_world_1_y,pose_world_1_z,pose_world_1_visibility,pose_world_2_x,pose_world_2_y,pose_world_2_z,pose_world_2_visibility,pose_world_3_x,pose_world_3_y,pose_world_3_z,pose_world_3_visibility,pose_world_4_x,pose_world_4_y,pose_world_4_z,pose_world_4_visibility,pose_world_5_x,pose_world_5_y,pose_world_5_z,pose_world_5_visibility,pose_world_6_x,pose_world_6_y,pose_world_6_z,pose_world_6_visibility,pose_world_7_x,pose_world_7_y,pose_world_7_z,pose_world_7_visibility,pose_world_8_x,pose_world_8_y,pose_world_8_z,pose_world_8_visibility,pose_world_9_x,pose_world_9_y,pose_world_9_z,pose_world_9_visibility,pose_world_10_x,pose_world_10_y,pose_world_10_z,pose_world_10_visibility,pose_world_11_x,pose_world_11_y,pose_world_11_z,pose_world_11_visibility,pose_world_12_x,pose_world_12_y,pose_world_12_z,pose_world_12_visibility,pose_world_13_x,pose_world_13_y,pose_world_13_z,pose_world_13_visibility,pose_world_14_x,pose_world_14_y,pose_world_14_z,pose_world_14_visibility,pose_world_15_x,pose_world_15_y,pose_world_15_z,pose_world_15_visibility,pose_world_16_x,pose_world_16_y,pose_world_16_z,pose_world_16_visibility,pose_world_17_x,pose_world_17_y,pose_world_17_z,pose_world_17_visibility,pose_world_18_x,pose_world_18_y,pose_world_18_z,pose_world_18_visibility,pose_world_19_x,pose_world_19_y,pose_world_19_z,pose_world_19_visibility,pose_world_20_x,pose_world_20_y,pose_world_20_z,pose_world_20_visibility,pose_world_21_x,pose_world_21_y,pose_world_21_z,pose_world_21_visibility,pose_world_22_x,pose_world_22_y,pose_world_22_z,pose_world_22_visibility,pose_world_23_x,pose_world_23_y,pose_world_23_z,pose_world_23_visibility,pose_world_24_x,pose_world_24_y,pose_world_24_z,pose_world_24_visibility,pose_world_25_x,pose_world_25_y,pose_world_25_z,pose_world_25_visibility,pose_world_26_x,pose_world_26_y,pose_world_26_z,pose_world_26_visibility,pose_world_27_x,pose_world_27_y,pose_world_27_z,pose_world_27_visibility,pose_world_28_x,pose_world_28_y,pose_world_28_z,pose_world_28_visibility,pose_world_29_x,pose_world_29_y,pose_world_29_z,pose_world_29_visibility,pose_world_30_x,pose_world_30_y,pose_world_30_z,pose_world_30_visibility,pose_world_31_x,pose_world_31_y,pose_world_31_z,pose_world_31_visibility,pose_world_32_x,pose_world_32_y,pose_world_32_z,pose_world_32_visibility,frame,timestamp
-0.0981825515627861,-0.593583881855011,-0.3030067980289459,0.9994458556175232,-0.08127591758966446,-0.6342275738716125,-0.3001089096069336,0.9990625977516174,-0.08167314529418945,-0.6338120698928833,-0.3021019399166107,0.9991196990013123,-0.08126017451286316,-0.6337205171585083,-0.3002661466598511,0.998903751373291,-0.11887738853693008,-0.6342747211456299,-0.29004067182540894,0.9992173910140991,-0.11685087531805038,-0.6350646615028381,-0.29014235734939575,0.9993382096290588,-0.11744420230388641,-0.6340990662574768,-0.28627443313598633,0.999231219291687,0.03266046568751335,-0.6318468451499939,-0.2258884459733963,0.9990944862365723,-0.11971406638622284,-0.6291386485099792,-0.15826527774333954,0.9992876648902893,-0.057337019592523575,-0.5693432688713074,-0.282316654920578,0.9997573494911194,-0.10139332711696625,-0.5665162801742554,-0.26194411516189575,0.9997590184211731,0.17322096228599548,-0.43984079360961914,-0.19740930199623108,0.9990513920783997,-0.16773729026317596,-0.4388729929924011,-0.09184987843036652,0.999476969242096,0.17849108576774597,-0.1997547447681427,-0.221542090177536,0.9063717126846313,-0.18997402489185333,-0.19636881351470947,-0.11463670432567596,0.6955550909042358,0.04286743327975273,-0.050615642219781876,-0.3152270019054413,0.39895522594451904,-0.15481984615325928,-0.07637356221675873,-0.31285181641578674,0.3010707199573517,0.0068437992595136166,0.010151484981179237,-0.3424287736415863,0.3161069452762604,-0.14203892648220062,-0.027102090418338776,-0.34418347477912903,0.27311161160469055,-0.029538143426179886,-0.004117341712117195,-0.3795939087867737,0.40224114060401917,-0.1278032511472702,-0.030666014179587364,-0.37271472811698914,0.34648260474205017,0.013698593713343143,-0.0442134253680706,-0.3326144218444824,0.3511173129081726,-0.13830630481243134,-0.06370887160301208,-0.3297249972820282,0.31747379899024963,0.11041129380464554,-0.013215936720371246,-0.01882951520383358,0.20832353830337524,-0.11000101268291473,0.005144075490534306,0.02078876458108425,0.25167253613471985,0.0621500127017498,0.002769117010757327,-0.06347119808197021,0.15769515931606293,-0.10480545461177826,0.14094480872154236,-0.0701545923948288,0.16943903267383575,0.12227678298950195,0.27510082721710205,0.20103345811367035,0.035883378237485886,-0.10689106583595276,0.4704452455043793,0.1988854855298996,0.0675790011882782,0.12373853474855423,0.29419639706611633,0.22656981647014618,0.01646571233868599,-0.1061408519744873,0.48958227038383484,0.2352224588394165,0.02706819772720337,0.13571025431156158,0.27834945917129517,0.012708131223917007,0.03946062549948692,-0.15196369588375092,0.5145705938339233,0.0640091598033905,0.057724516838788986,0,0.0
-0.08611999452114105,-0.5892038941383362,-0.30657902359962463,0.9993740916252136,-0.06955735385417938,-0.6296349763870239,-0.30381646752357483,0.998943567276001,-0.06994575262069702,-0.6292473077774048,-0.30576297640800476,0.9990220069885254,-0.06953580677509308,-0.6292018890380859,-0.3039202392101288,0.9988042116165161,-0.10753988474607468,-0.6298297047615051,-0.2950981855392456,0.9990849494934082,-0.10553395748138428,-0.6306140422821045,-0.2951650321483612,0.9992205500602722,-0.10614503175020218,-0.6296369433403015,-0.29130643606185913,0.9991037845611572,0.03731662407517433,-0.6304639577865601,-0.22643457353115082,0.9990043640136719,-0.11567945778369904,-0.627981960773468,-0.16414830088615417,0.9991496205329895,-0.04811184108257294,-0.5666010975837708,-0.28411614894866943,0.9997293949127197,-0.09227759391069412,-0.563926637172699,-0.2653765380382538,0.9997198581695557,0.17317646741867065,-0.440216600894928,-0.1929037868976593,0.999072253704071,-0.16611610352993011,-0.43955039978027344,-0.09611378610134125,0.9994657039642334,0.17954476177692413,-0.19975991547107697,-0.20256584882736206,0.9097902178764343,-0.18872860074043274,-0.19565628468990326,-0.10526857525110245,0.7091012597084045,0.04843064770102501,-0.05074154958128929,-0.29427823424339294,0.41093990206718445,-0.1548164039850235,-0.06576725840568542,-0.266352117061615,0.3171011507511139,0.014497725293040276,0.008357067592442036,-0.32333362102508545,0.32545074820518494,-0.14236228168010712,-0.01621166244149208,-0.29353612661361694,0.28547462821006775,-0.022128870710730553,-0.006326289381831884,-0.35979515314102173,0.41188377141952515,-0.12847800552845,-0.02116382122039795,-0.3253145217895508,0.35877183079719543,0.019423948600888252,-0.044638581573963165,-0.3116689622402191,0.3607473373413086,-0.13836027681827545,-0.05361294746398926,-0.2835083603858948,0.3299027681350708,0.11013040691614151,-0.01273906696587801,-0.018642570823431015,0.20349575579166412,-0.1097063273191452,0.004771977663040161,0.02057267166674137,0.24356430768966675,0.06285344809293747,0.012306337244808674,-0.06782441586256027,0.1602662354707718,-0.10472384840250015,0.14622339606285095,-0.07528331875801086,0.17169000208377838,0.1220690906047821,0.29205313324928284,0.17875736951828003,0.03605008125305176,-0.1062508299946785,0.48350992798805237,0.1885923594236374,0.06759630888700485,0.12356456369161606,0.3122200667858124,0.20239853858947754,0.016243038699030876,-0.10553966462612152,0.5040990710258484,0.2240690439939499,0.02694994956254959,0.13641610741615295,0.30188360810279846,-0.002464764518663287,0.03950025141239166,-0.15108583867549896,0.5284923315048218,0.05781399458646774,0.057492490857839584,1,0.033
-0.08091633766889572,-0.5890904664993286,-0.31154489517211914,0.9993371367454529,-0.0630795955657959,-0.6292551755905151,-0.30858051776885986,0.9988692998886108,-0.0634562224149704,-0.6288713216781616,-0.31047457456588745,0.9989625215530396,-0.06305423378944397,-0.6288330554962158,-0.30863335728645325,0.998744785785675,-0.10148166120052338,-0.6296589970588684,-0.3005164563655853,0.9990050196647644,-0.09948508441448212,-0.6304393410682678,-0.3005659878253937,0.9991517663002014,-0.10010324418544769,-0.629461407661438,-0.29672279953956604,0.9990298748016357,0.04171502962708473,-0.629814088344574,-0.22792938351631165,0.9989501237869263,-0.11256147921085358,-0.6279845237731934,-0.16859467327594757,0.9990625381469727,-0.044142406433820724,-0.5664492845535278,-0.28757065534591675,0.999711275100708,-0.08863519132137299,-0.5639150738716125,-0.269864022731781,0.9996948838233948,0.17310889065265656,-0.4403112828731537,-0.19242392480373383,0.9990935325622559,-0.16561414301395416,-0.4414982795715332,-0.09918250888586044,0.9994629621505737,0.18080775439739227,-0.20038318634033203,-0.19863642752170563,0.9138636589050293,-0.18875864148139954,-0.19648568332195282,-0.10011136531829834,0.7223278284072876,0.05237530544400215,-0.051730699837207794,-0.28629836440086365,0.42196786403656006,-0.15812471508979797,-0.06261711567640305,-0.25163158774375916,0.33087819814682007,0.019257308915257454,0.005787506699562073,-0.3153153657913208,0.3329159617424011,-0.14757874608039856,-0.011887126602232456,-0.2770214378833771,0.2954893410205841,-0.01775110512971878,-0.008789652958512306,-0.3523077368736267,0.41997697949409485,-0.13452203571796417,-0.015615388751029968,-0.3108294606208801,0.36891233921051025,0.023201657459139824,-0.04590218514204025,-0.3038882315158844,0.3685491383075714,-0.14233872294425964,-0.049778010696172714,-0.26937422156333923,0.34022000432014465,0.11000392585992813,-0.012234819121658802,-0.018641097471117973,0.1987634152173996,-0.10958078503608704,0.004331625998020172,0.02056771144270897,0.23623646795749664,0.06285899132490158,0.015399759635329247,-0.07086215913295746,0.1643442064523697,-0.10473182052373886,0.15090501308441162,-0.07772230356931686,0.17482660710811615,0.12145388126373291,0.29746073484420776,0.17242354154586792,0.03644687682390213,-0.10665237158536911,0.4915523827075958,0.18750059604644775,0.06818975508213043,0.12289272993803024,0.3177696764469147,0.19602930545806885,0.01600150763988495,-0.10630860179662704,0.512847900390625,0.2231990098953247,0.02690264955163002,0.13630561530590057,0.3093019723892212,-0.00797994714230299,0.03973286598920822,-0.15447062253952026,0.5361278653144836,0.05750597268342972,0.05766846239566803,2,0.066
-0.08134415745735168,-0.5891199111938477,-0.3113785684108734,0.9992592334747314,-0.0637432187795639,-0.6292403340339661,-0.30843204259872437,0.9987326860427856,-0.06411723792552948,-0.6288607120513916,-0.31032508611679077,0.9988464713096619,-0.06371621042490005,-0.628827691078186,-0.30848243832588196,0.9986236095428467,-0.10198171436786652,-0.6296343207359314,-0.3004041314125061,0.9988640546798706,-0.09997996687889099,-0.6304147243499756,-0.30046001076698303,0.9990298748016357,-0.10059718042612076,-0.6294373869895935,-0.29661890864372253,0.9988998174667358,0.04155905917286873,-0.6298255324363708,-0.22777533531188965,0.9988402128219604,-0.11269927769899368,-0.6279804110527039,-0.16902197897434235,0.9989150166511536,-0.04448239505290985,-0.5664687752723694,-0.2875004708766937,0.9996725916862488,-0.08885814994573593,-0.5639325380325317,-0.26979222893714905,0.9996475577354431,0.1706593781709671,-0.44204941391944885,-0.1886158436536789,0.9990968108177185,-0.16564728319644928,-0.44225263595581055,-0.09946170449256897,0.9994441866874695,0.18110667169094086,-0.20410236716270447,-0.19307121634483337,0.9177857637405396,-0.18909524381160736,-0.19674544036388397,-0.09406856447458267,0.7346531748771667,0.053151704370975494,-0.05411732569336891,-0.2785646915435791,0.43777409195899963,-0.1643906533718109,-0.05881030485033989,-0.23816445469856262,0.34700191020965576,0.020230162888765335,0.0015666610561311245,-0.3082110285758972,0.3448867201805115,-0.15661267936229706,-0.008120585232973099,-0.26363804936408997,0.3078295588493347,-0.016984902322292328,-0.01377561129629612,-0.34408923983573914,0.4318544864654541,-0.145119771361351,-0.012659973464906216,-0.2967657148838043,0.3810437321662903,0.023983841761946678,-0.048914674669504166,-0.2959507405757904,0.3800634443759918,-0.14980290830135345,-0.046253353357315063,-0.2555113434791565,0.35238292813301086,0.10949617624282837,-0.01182123925536871,-0.01857100985944271,0.1957358717918396,-0.10917484015226364,0.003929298836737871,0.020471444353461266,0.2306727170944214,0.06311690807342529,0.02162136882543564,-0.07184987515211105,0.167085200548172,-0.10469288378953934,0.15474528074264526,-0.07964696735143661,0.17782382667064667,0.11904310435056686,0.30079516768455505,0.16530543565750122,0.036360085010528564,-0.10693230479955673,0.49154800176620483,0.17546802759170532,0.06856518238782883,0.12026174366474152,0.3210347294807434,0.1882028877735138,0.01567482016980648,-0.10677100718021393,0.5130462646484375,0.20892177522182465,0.02683805301785469,0.13597381114959717,0.31634587049484253,-0.008710465393960476,0.039708927273750305,-0.1557353436946869,0.5375843048095703,0.04860752448439598,0.0580097995698452,3,0.1
-0.08140961825847626,-0.5886027812957764,-0.31207993626594543,0.9991300106048584,-0.06399804353713989,-0.6285915970802307,-0.30934035778045654,0.9985069036483765,-0.06436651200056076,-0.6282292008399963,-0.31121325492858887,0.9986490607261658,-0.06396403163671494,-0.6282123327255249,-0.3093704581260681,0.9984080791473389,-0.102094367146492,-0.6290233135223389,-0.30148181319236755,0.9986477494239807,-0.10008984059095383,-0.6298102140426636,-0.30155420303344727,0.9988481402397156,-0.10070919245481491,-0.6288350820541382,-0.29772400856018066,0.9987084865570068,0.041341815143823624,-0.6297274231910706,-0.22836382687091827,0.9986409544944763,-0.11271367967128754,-0.6279153227806091,-0.17102158069610596,0.9987024664878845,-0.04452924057841301,-0.5662121176719666,-0.2880151569843292,0.9996077418327332,-0.08876495808362961,-0.563696563243866,-0.27067726850509644,0.9995778799057007,0.16984397172927856,-0.4422316551208496,-0.1881811022758484,0.9990739822387695,-0.1656275987625122,-0.44310930371284485,-0.10092854499816895,0.9994274377822876,0.1802857369184494,-0.2039610594511032,-0.19179053604602814,0.9210477471351624,-0.1901109218597412,-0.19674517214298248,-0.09274261444807053,0.7464951872825623,0.05252569541335106,-0.054097894579172134,-0.27323585748672485,0.4526696801185608,-0.16923542320728302,-0.056712519377470016,-0.2359357476234436,0.36439424753189087,0.01986800506711006,0.0013330416986718774,-0.30287909507751465,0.3562295138835907,-0.1626048982143402,-0.006382860708981752,-0.26206347346305847,0.32154878973960876,-0.01712927035987377,-0.014680667780339718,-0.3384791314601898,0.44283774495124817,-0.15069928765296936,-0.011675260961055756,-0.29480618238449097,0.39434608817100525,0.023516960442066193,-0.04900689795613289,-0.2904648184776306,0.3908374607563019,-0.15487883985042572,-0.04456565901637077,-0.2530007064342499,0.36572811007499695,0.10899246484041214,-0.011246087960898876,-0.0184498094022274,0.19404761493206024,-0.10880210250616074,0.0034501522313803434,0.020304305478930473,0.22780056297779083,0.06311643868684769,0.03785945102572441,-0.07173211127519608,0.17116108536720276,-0.10448241233825684,0.16763855516910553,-0.07951951026916504,0.1836077719926834,0.11441518366336823,0.31713253259658813,0.1630183309316635,0.03666236251592636,-0.10739726573228836,0.49754634499549866,0.16801771521568298,0.06997957825660706,0.11542319506406784,0.3384605050086975,0.18536700308322906,0.0155101353302598,-0.10752552002668381,0.5200597047805786,0.19948886334896088,0.02700803056359291,0.13329355418682098,0.3398585319519043,-0.007757601793855429,0.04009430855512619,-0.1567286103963852,0.5466922521591187,0.044256456196308136,0.059154361486434937,4,0.133
-0.0818435326218605,-0.5880595445632935,-0.3139048218727112,0.9990531802177429,-0.06438155472278595,-0.6278640031814575,-0.31132304668426514,0.9983556270599365,-0.0647461786866188,-0.6275083422660828,-0.31314870715141296,0.9985242486000061,-0.06434597074985504,-0.6274935007095337,-0.3113245666027069,0.9982653260231018,-0.10246187448501587,-0.6284556984901428,-0.3035358786582947,0.998495876789093,-0.10045582801103592,-0.6292392015457153,-0.30360960960388184,0.9987220168113708,-0.10107455402612686,-0.6282622218132019,-0.29979968070983887,0.9985697269439697,0.041169941425323486,-0.6291738152503967,-0.23012132942676544,0.9985076189041138,-0.11279384046792984,-0.627819836139679,-0.17295347154140472,0.9985527992248535,-0.04479987919330597,-0.5657657384872437,-0.28963759541511536,0.9995698928833008,-0.08902004361152649,-0.5634021162986755,-0.27244824171066284,0.9995343089103699,0.16859184205532074,-0.4420987367630005,-0.18827489018440247,0.9990752339363098,-0.16579562425613403,-0.443737655878067,-0.10347446799278259,0.9994251132011414,0.1788790225982666,-0.2032850682735443,-0.19279199838638306,0.9233641624450684,-0.19187100231647491,-0.19732566177845,-0.09142620116472244,0.7572667598724365,0.05297591909766197,-0.053556203842163086,-0.273145854473114,0.4549626111984253,-0.17070700228214264,-0.05420390143990517,-0.22917819023132324,0.37256744503974915,0.021113736554980278,0.0015758293448016047,-0.30179688334465027,0.35594359040260315,-0.1631077080965042,-0.002243785187602043,-0.25219330191612244,0.3262581527233124,-0.015566707588732243,-0.01425053458660841,-0.3385876715183258,0.44298243522644043,-0.15101611614227295,-0.005531048867851496,-0.2873028814792633,0.39912208914756775,0.024151397868990898,-0.04850063472986221,-0.29071563482284546,0.39062345027923584,-0.15606474876403809,-0.041171543300151825,-0.2468174695968628,0.3704676032066345,0.10867753624916077,-0.010990969836711884,-0.01844625361263752,0.18873924016952515,-0.10854868590831757,0.0032414868474006653,0.020296340808272362,0.22110475599765778,0.06198395416140556,0.037264320999383926,-0.07233362644910812,0.1739264577627182,-0.10400169342756271,0.17538979649543762,-0.07987497001886368,0.18699419498443604,0.1145121306180954,0.31980568170547485,0.15929435193538666,0.03708755224943161,-0.1078529879450798,0.5058291554450989,0.1698438972234726,0.07078646123409271,0.11557107418775558,0.3411791920661926,0.1815686821937561,0.015286318026483059,-0.10855076462030411,0.5288670659065247,0.20226453244686127,0.026973459869623184,0.13331186771392822,0.34077194333076477,-0.011507724411785603,0.04047074168920517,-0.16089296340942383,0.5540018081665039,0.045070547610521317,0.05961419269442558,5,0.166
-0.08096399903297424,-0.588042140007019,-0.31636419892311096,0.9990204572677612,-0.06308533251285553,-0.627748966217041,-0.31351038813591003,0.9982786774635315,-0.063434898853302,-0.6273947954177856,-0.31529945135116577,0.9984636306762695,-0.06304565817117691,-0.6273794174194336,-0.3134939968585968,0.998195469379425,-0.10139629244804382,-0.6283893585205078,-0.3060959279537201,0.9984185099601746,-0.099385105073452,-0.6291701793670654,-0.306173712015152,0.9986595511436462,-0.10000237822532654,-0.6281925439834595,-0.30238017439842224,0.9984989762306213,0.041445810347795486,-0.6287670731544495,-0.23104193806648254,0.9984320402145386,-0.11273904144763947,-0.627737283706665,-0.17505070567131042,0.9984719753265381,-0.04440578445792198,-0.5656973123550415,-0.29150232672691345,0.9995474219322205,-0.08873580396175385,-0.5633789896965027,-0.2747754454612732,0.9995082020759583,0.16771121323108673,-0.4420583248138428,-0.1883905678987503,0.9990847110748291,-0.16598139703273773,-0.44390588998794556,-0.10628428310155869,0.9994226098060608,0.17876940965652466,-0.20324701070785522,-0.1935345083475113,0.9255890846252441,-0.19249777495861053,-0.19745682179927826,-0.0910467654466629,0.7677109241485596,0.05313931033015251,-0.05271938070654869,-0.2741307020187378,0.45590996742248535,-0.1704622358083725,-0.04891859367489815,-0.22347426414489746,0.378673255443573,0.02141125127673149,0.0026408075354993343,-0.3023463487625122,0.35446059703826904,-0.16232572495937347,0.005117869935929775,-0.24468018114566803,0.3290500044822693,-0.01551041565835476,-0.012492790818214417,-0.33953776955604553,0.44184282422065735,-0.15009497106075287,0.003645863849669695,-0.2808764576911926,0.40199294686317444,0.024251988157629967,-0.04745883494615555,-0.2917949855327606,0.38917407393455505,-0.15565016865730286,-0.034899238497018814,-0.24125395715236664,0.3733232915401459,0.10844346135854721,-0.010661030188202858,-0.018389403820037842,0.18420831859111786,-0.10835723578929901,0.0029549039900302887,0.020215727388858795,0.21496421098709106,0.05630411580204964,0.03758557513356209,-0.07270467281341553,0.17697687447071075,-0.10470649600028992,0.1758655160665512,-0.08092194050550461,0.190669447183609,0.10666206479072571,0.3249146044254303,0.1576077938079834,0.03788221254944801,-0.11596670746803284,0.5082824230194092,0.17086878418922424,0.07203604280948639,0.10762860625982285,0.3466988503932953,0.17992790043354034,0.015165803022682667,-0.11837203055620193,0.5317213535308838,0.20392583310604095,0.02702433057129383,0.12529291212558746,0.34696388244628906,-0.014469082467257977,0.041217103600502014,-0.17453597486019135,0.5568414926528931,0.045761920511722565,0.06042123958468437,6,0.2
-0.08062122762203217,-0.5882188677787781,-0.31950217485427856,0.998999297618866,-0.06232048571109772,-0.6277908086776733,-0.3163904845714569,0.9982216358184814,-0.06266097724437714,-0.6274367570877075,-0.3181644678115845,0.9984182119369507,-0.062278494238853455,-0.62742018699646,-0.3163807690143585,0.998142659664154,-0.10081630945205688,-0.6285085678100586,-0.30909305810928345,0.9983643889427185,-0.09880819171667099,-0.6292862892150879,-0.309175580739975,0.9986171126365662,-0.09942685812711716,-0.6283073425292969,-0.3053949773311615,0.9984519481658936,0.04185892269015312,-0.6285915374755859,-0.23280087113380432,0.9983750581741333,-0.11269844323396683,-0.6278027296066284,-0.17728853225708008,0.9984174966812134,-0.04431367665529251,-0.5657594799995422,-0.29422229528427124,0.9995312690734863,-0.08873618394136429,-0.5635548233985901,-0.2776954472064972,0.9994910359382629,0.16737385094165802,-0.4417860209941864,-0.18916018307209015,0.9990929365158081,-0.1667676866054535,-0.4446643590927124,-0.10928572714328766,0.9994272589683533,0.17856556177139282,-0.20253777503967285,-0.19422949850559235,0.9275370836257935,-0.1953333467245102,-0.1982831209897995,-0.09154012054204941,0.7776393890380859,0.05303703993558884,-0.052538059651851654,-0.27567848563194275,0.45552006363868713,-0.1704242080450058,-0.04975275695323944,-0.22819927334785461,0.38472017645835876,0.021179573610424995,0.0027222514618188143,-0.30386996269226074,0.3520662784576416,-0.16176307201385498,0.003867050400003791,-0.249969482421875,0.33192721009254456,-0.015717850998044014,-0.012407793663442135,-0.341092050075531,0.4399690628051758,-0.14947128295898438,0.0023564924485981464,-0.28594791889190674,0.40511244535446167,0.024143647402524948,-0.0473225861787796,-0.2933499217033386,0.38708388805389404,-0.15538059175014496,-0.03578885272145271,-0.24597904086112976,0.37646594643592834,0.10843104869127274,-0.010587044060230255,-0.018284497782588005,0.17931398749351501,-0.10834351181983948,0.00289132259786129,0.020090065896511078,0.20948673784732819,0.05630984902381897,0.036039818078279495,-0.07214471697807312,0.17879371345043182,-0.10470018535852432,0.18014828860759735,-0.08083116263151169,0.19342580437660217,0.10712729394435883,0.32155850529670715,0.15857665240764618,0.038037728518247604,-0.11717704683542252,0.5125078558921814,0.17579172551631927,0.07263118773698807,0.10827299952507019,0.3429718017578125,0.18129757046699524,0.01493997871875763,-0.11984024941921234,0.5357436537742615,0.21036691963672638,0.026855329051613808,0.12625986337661743,0.3413291871547699,-0.012284145690500736,0.04136042669415474,-0.17612919211387634,0.5605716109275818,0.052497487515211105,0.06067340821027756,7,0.233
-0.0777510479092598,-0.5882399082183838,-0.31989189982414246,0.9989427924156189,-0.05898047238588333,-0.6277818083763123,-0.3167346715927124,0.9981204867362976,-0.05932776629924774,-0.627428412437439,-0.3185235261917114,0.9983359575271606,-0.058941666036844254,-0.627411961555481,-0.31672990322113037,0.9980533123016357,-0.09758524596691132,-0.6285218000411987,-0.3093606233596802,0.9982554912567139,-0.09558131545782089,-0.6292994022369385,-0.30943524837493896,0.9985244870185852,-0.09620056301355362,-0.6283202171325684,-0.3056485652923584,0.9983493685722351,0.04482771083712578,-0.6281516551971436,-0.23310570418834686,0.9982857704162598,-0.11022187769412994,-0.62774258852005,-0.17743293941020966,0.998294472694397,-0.04175874590873718,-0.5657323598861694,-0.29465359449386597,0.9995038509368896,-0.08633842319250107,-0.5635600090026855,-0.27805855870246887,0.9994570016860962,0.1679675579071045,-0.4410635530948639,-0.18917815387248993,0.9990991950035095,-0.16589976847171783,-0.4447948634624481,-0.10940339416265488,0.9994248151779175,0.17858260869979858,-0.20063641667366028,-0.19370903074741364,0.9293190240859985,-0.19524213671684265,-0.1983349472284317,-0.09047295153141022,0.7860776782035828,0.054741743952035904,-0.05133741348981857,-0.2756625711917877,0.46099045872688293,-0.17025357484817505,-0.050104107707738876,-0.22594529390335083,0.3945765793323517,0.02332443930208683,0.003523942083120346,-0.3038729727268219,0.35571303963661194,-0.16139377653598785,0.0031975426245480776,-0.24793080985546112,0.33906054496765137,-0.012926752679049969,-0.0116881737485528,-0.34120485186576843,0.4438590109348297,-0.1491236835718155,0.0012800261611118913,-0.2835152745246887,0.4123167097568512,0.026074040681123734,-0.046282436698675156,-0.2933402359485626,0.3908694386482239,-0.1552029550075531,-0.03628752380609512,-0.2436361461877823,0.38373032212257385,0.10837648808956146,-0.010069443844258785,-0.018229864537715912,0.1772061586380005,-0.10827158391475677,0.002467063022777438,0.020022734999656677,0.20653781294822693,0.05643978714942932,0.03528430685400963,-0.07390754669904709,0.18063382804393768,-0.10471218824386597,0.17408083379268646,-0.0818641260266304,0.19607795774936676,0.10746558010578156,0.3210994303226471,0.15962551534175873,0.0382431261241436,-0.11705338954925537,0.5109772086143494,0.1745183765888214,0.07332301139831543,0.1086481362581253,0.3425863981246948,0.18257777392864227,0.014812017790973186,-0.11961892247200012,0.5336758494377136,0.20914702117443085,0.026909472420811653,0.12630122900009155,0.3396526873111725,-0.011760731227695942,0.04149504005908966,-0.17544278502464294,0.5594499707221985,0.051710374653339386,0.061021655797958374,8,0.266
-0.07480503618717194,-0.5885549187660217,-0.3197852373123169,0.9989010095596313,-0.055431172251701355,-0.6278953552246094,-0.31663158535957336,0.9980407357215881,-0.05578576400876045,-0.6275426149368286,-0.31841331720352173,0.9982705116271973,-0.05539215728640556,-0.6275269985198975,-0.3166157007217407,0.997978687286377,-0.09389153122901917,-0.6287824511528015,-0.309211790561676,0.9981740117073059,-0.09188409149646759,-0.6295601725578308,-0.3092885911464691,0.9984562993049622,-0.09249960631132126,-0.6285786032676697,-0.305498331785202,0.9982748031616211,0.047995079308748245,-0.6280081868171692,-0.2328803837299347,0.9982098937034607,-0.10641847550868988,-0.6279533505439758,-0.1773146092891693,0.9982063174247742,-0.03930245339870453,-0.5658584237098694,-0.2945496141910553,0.9994828104972839,-0.08375369757413864,-0.5638886094093323,-0.2779442071914673,0.9994333386421204,0.168568953871727,-0.4404851794242859,-0.1881992369890213,0.9991010427474976,-0.16474056243896484,-0.44564715027809143,-0.10898301005363464,0.9994263648986816,0.17855137586593628,-0.19877608120441437,-0.19205181300640106,0.9303170442581177,-0.1950364112854004,-0.1992051750421524,-0.08918457478284836,0.7920993566513062,0.05935239419341087,-0.05133099853992462,-0.2757115364074707,0.4622691571712494,-0.17062756419181824,-0.052077557891607285,-0.2286709100008011,0.3999493718147278,0.029937291517853737,0.003230507718399167,-0.3041900396347046,0.3565751016139984,-0.16200390458106995,0.00011561668361537158,-0.25153401494026184,0.34300994873046875,-0.00461580092087388,-0.012091870419681072,-0.341741681098938,0.4451103210449219,-0.14995838701725006,-0.002061521867290139,-0.2868441641330719,0.4163718521595001,0.03164053335785866,-0.046321701258420944,-0.29363930225372314,0.39179739356040955,-0.15568237006664276,-0.0384015217423439,-0.2464897334575653,0.3876076936721802,0.10823953151702881,-0.009817289188504219,-0.0182229932397604,0.1731465756893158,-0.10814260691404343,0.0021834424696862698,0.020012345165014267,0.20144252479076385,0.05654691904783249,0.034969136118888855,-0.07626993954181671,0.17998111248016357,-0.1047331765294075,0.17218996584415436,-0.08434627205133438,0.1947270631790161,0.10799497365951538,0.32048699259757996,0.1553962379693985,0.03776366636157036,-0.11662667989730835,0.5089776515960693,0.17165720462799072,0.07223298400640488,0.10920795053243637,0.34215399622917175,0.17819301784038544,0.014551639556884766,-0.11912339925765991,0.5315924882888794,0.20628142356872559,0.02667008526623249,0.12654688954353333,0.3390475809574127,-0.01761791668832302,0.041004687547683716,-0.17471997439861298,0.5551232695579529,0.04852309450507164,0.06020142510533333,9,0.3
