frame,landmark_index,x,y,z
0,0,0.5270350575447083,0.31690216064453125,-1.2151871919631958
0,1,0.5543760657310486,0.2841457724571228,-1.1631886959075928
0,2,0.5677899122238159,0.28599339723587036,-1.1641706228256226
0,3,0.5853281021118164,0.28840482234954834,-1.1641303300857544
0,4,0.5099546313285828,0.28158891201019287,-1.158549189567566
0,5,0.4956056773662567,0.28158193826675415,-1.1596475839614868
0,6,0.48446857929229736,0.2812051773071289,-1.160582423210144
0,7,0.6068543791770935,0.30368781089782715,-0.8222391605377197
0,8,0.4654102027416229,0.2919505834579468,-0.8009857535362244
0,9,0.5540611743927002,0.35188060998916626,-1.077162504196167
0,10,0.5026522278785706,0.3462294936180115,-1.0773018598556519
0,11,0.6991400718688965,0.5301806926727295,-0.6410993933677673
0,12,0.36431607604026794,0.5157260298728943,-0.537438154220581
0,13,0.7122878432273865,0.8052420616149902,-0.6751281023025513
0,14,0.3059498965740204,0.7695143222808838,-0.6092880368232727
0,15,0.6193456649780273,0.9877925515174866,-0.9959733486175537
0,16,0.4267171025276184,0.954124927520752,-0.9726564884185791
0,23,0.6300404667854309,0.9511790871620178,-0.025841644033789635
0,24,0.431102991104126,0.955083429813385,0.025415251031517982
1,0,0.5271375179290771,0.31706100702285767,-1.0208065509796143
1,1,0.5543745756149292,0.28410133719444275,-0.968288004398346
1,2,0.5677934885025024,0.2859865725040436,-0.9691662788391113
1,3,0.585152804851532,0.2884044647216797,-0.969078540802002
1,4,0.5099549889564514,0.2815304696559906,-0.9612874984741211
1,5,0.495687872171402,0.2815133333206177,-0.9623602032661438
1,6,0.48446741700172424,0.2811214327812195,-0.9632073640823364
1,7,0.6067584753036499,0.30366069078445435,-0.6491566300392151
1,8,0.46554696559906006,0.29223117232322693,-0.6155110001564026
1,9,0.5540478825569153,0.3519347608089447,-0.8927828669548035
1,10,0.5026527643203735,0.3465668559074402,-0.8889971375465393
1,11,0.6992046236991882,0.5296152830123901,-0.4803658127784729
1,12,0.36473724246025085,0.5138241052627563,-0.4174303114414215
1,13,0.7144982218742371,0.8021005988121033,-0.5325688719749451
1,14,0.30503880977630615,0.7671603560447693,-0.49613523483276367
1,15,0.6200761198997498,0.9870960712432861,-0.8410011529922485
1,16,0.4219350218772888,0.9531036615371704,-0.7897371053695679
1,23,0.630027174949646,0.950782060623169,-0.021082047373056412
1,24,0.4281461238861084,0.9538583159446716,0.02047841250896454
2,0,0.5271464586257935,0.3172265291213989,-1.0368037223815918
2,1,0.5543585419654846,0.28404664993286133,-0.98322594165802
2,2,0.5677862763404846,0.2859686613082886,-0.9841128587722778
2,3,0.5847705006599426,0.2883860468864441,-0.9840229749679565
2,4,0.5099395513534546,0.28151145577430725,-0.9766453504562378
2,5,0.4957123100757599,0.28148549795150757,-0.9777098894119263
2,6,0.48441335558891296,0.2810930609703064,-0.978565514087677
2,7,0.6066116690635681,0.30362287163734436,-0.6576941609382629
2,8,0.46571236848831177,0.2925749123096466,-0.6260128617286682
2,9,0.5539658665657043,0.3519665598869324,-0.9063627123832703
2,10,0.502572774887085,0.3467956483364105,-0.9031527638435364
2,11,0.699191689491272,0.5293253660202026,-0.4802180230617523
2,12,0.36504265666007996,0.5128968358039856,-0.42452847957611084
2,13,0.7163342833518982,0.799988865852356,-0.5286641716957092
2,14,0.30443841218948364,0.7652939558029175,-0.5088887810707092
2,15,0.6204918622970581,0.9859699606895447,-0.8410279154777527
2,16,0.4187057912349701,0.9523015022277832,-0.8173102140426636
2,23,0.6295626163482666,0.9493572115898132,-0.01621118187904358
2,24,0.4261488616466522,0.950309693813324,0.01553003117442131
3,0,0.5271125435829163,0.3173679709434509,-1.0345579385757446
3,1,0.5542284846305847,0.28391700983047485,-0.983112096786499
3,2,0.5677337646484375,0.28590598702430725,-0.983993649482727
3,3,0.5842598676681519,0.28832393884658813,-0.9839115738868713
3,4,0.5098654627799988,0.28148531913757324,-0.9757189154624939
3,5,0.49571692943573,0.2814558446407318,-0.9767941832542419
3,6,0.48432379961013794,0.28107357025146484,-0.9776433110237122
3,7,0.6063969731330872,0.30358704924583435,-0.6648048162460327
3,8,0.46594882011413574,0.2928033471107483,-0.6297447681427002
3,9,0.5535822510719299,0.35198667645454407,-0.9063899517059326
3,10,0.5024421215057373,0.3469391167163849,-0.9021551609039307
3,11,0.6991896629333496,0.5288875102996826,-0.4907592833042145
3,12,0.3653554916381836,0.5119035840034485,-0.42561015486717224
3,13,0.7172491550445557,0.7985734939575195,-0.5377321839332581
3,14,0.3035295605659485,0.763965904712677,-0.5071407556533813
3,15,0.6205065846443176,0.9839168190956116,-0.841766893863678
3,16,0.4175271689891815,0.9483116865158081,-0.8156645894050598
3,23,0.6290441155433655,0.9488012194633484,-0.015329337678849697
3,24,0.42525359988212585,0.9492961764335632,0.014646916650235653
4,0,0.5268548130989075,0.3175344467163086,-1.075897216796875
4,1,0.5537342429161072,0.28373783826828003,-1.0240731239318848
4,2,0.5674969553947449,0.2857944965362549,-1.024985432624817
4,3,0.5831323862075806,0.2881926894187927,-1.024914026260376
4,4,0.5094773769378662,0.2814788222312927,-1.017538070678711
4,5,0.4956408739089966,0.2814437448978424,-1.0186183452606201
4,6,0.4839369058609009,0.2810704708099365,-1.0194928646087646
4,7,0.606052815914154,0.30348023772239685,-0.6978449821472168
4,8,0.46611669659614563,0.2929922640323639,-0.6674544215202332
4,9,0.5528547763824463,0.3520127534866333,-0.9444815516471863
4,10,0.5022115707397461,0.34714192152023315,-0.9416279792785645
4,11,0.6992043256759644,0.528420090675354,-0.5199677348136902
4,12,0.36558258533477783,0.5109686851501465,-0.429038941860199
4,13,0.717447817325592,0.7983137369155884,-0.5610320568084717
4,14,0.30310890078544617,0.7637600302696228,-0.5294012427330017
4,15,0.6218951344490051,0.9839311838150024,-0.8604724407196045
4,16,0.41763433814048767,0.9479230046272278,-0.8476324081420898
4,23,0.6288637518882751,0.9481992721557617,-0.012246464379131794
4,24,0.4250123202800751,0.9478620886802673,0.01155371405184269
5,0,0.5266749262809753,0.31754061579704285,-1.1071034669876099
5,1,0.5532477498054504,0.2832867503166199,-1.0546437501907349
5,2,0.5672902464866638,0.2854813039302826,-1.055543303489685
5,3,0.5823512673377991,0.28783029317855835,-1.0554406642913818
5,4,0.5091345310211182,0.28127533197402954,-1.04889714717865
5,5,0.4955466687679291,0.28123238682746887,-1.0499716997146606
5,6,0.48356691002845764,0.28091299533843994,-1.0508496761322021
5,7,0.6054089069366455,0.3032291829586029,-0.7259113788604736
5,8,0.46621647477149963,0.29302772879600525,-0.6980723738670349
5,9,0.5520966053009033,0.3519798219203949,-0.9746759533882141
5,10,0.5020611882209778,0.34717047214508057,-0.9722140431404114
5,11,0.699159562587738,0.5278460383415222,-0.5279727578163147
5,12,0.36559155583381653,0.5100946426391602,-0.4917509853839874
5,13,0.7180066108703613,0.797269880771637,-0.5731945037841797
5,14,0.3027987480163574,0.7636420726776123,-0.593614935874939
5,15,0.6233412027359009,0.9831364154815674,-0.878329336643219
5,16,0.41769734025001526,0.9451557993888855,-0.90421462059021
5,23,0.6277578473091125,0.9466969966888428,-0.009203286841511726
5,24,0.4235462546348572,0.9445779919624329,0.008523845113813877
6,0,0.5264636278152466,0.31751665472984314,-1.1105188131332397
6,1,0.5526199340820312,0.2826246917247772,-1.059285044670105
6,2,0.5670925974845886,0.2849978506565094,-1.0601935386657715
6,3,0.5818890929222107,0.287325918674469,-1.0601019859313965
6,4,0.5086809396743774,0.28080955147743225,-1.0530445575714111
6,5,0.4953765273094177,0.28074395656585693,-1.0541232824325562
6,6,0.4831252992153168,0.2805432081222534,-1.0550081729888916
6,7,0.6052202582359314,0.3028930723667145,-0.7419244647026062
6,8,0.4663078784942627,0.293033629655838,-0.69841468334198
6,9,0.5516253709793091,0.35196369886398315,-0.9786669611930847
