frame,hand_index,hand_landmark_index,hand_x,hand_y,hand_z,pose_landmark_index,pose_x,pose_y,pose_z
20,0,10,0.6067264676094055,0.5386143326759338,0.003322010859847069,,,,
20,0,11,0.5945625901222229,0.5629931688308716,-0.004712439142167568,,,,
20,0,12,0.5798033475875854,0.5749450325965881,-0.008852433413267136,,,,
20,0,13,0.5623290538787842,0.5317656993865967,7.304695463972166e-05,,,,
20,0,14,0.5951286554336548,0.5377431511878967,-0.006827373988926411,,,,
20,0,15,0.5852819085121155,0.5616173148155212,-0.011189359240233898,,,,
20,0,16,0.570936381816864,0.5733471512794495,-0.013162408024072647,,,,
20,0,17,0.5487693548202515,0.5331374406814575,-0.01112412754446268,,,,
20,0,18,0.5788303017616272,0.5375124216079712,-0.01335539948195219,,,,
20,0,19,0.5776551365852356,0.5551238059997559,-0.014212452806532383,,,,
20,0,20,0.5689815282821655,0.5648321509361267,-0.0148890670388937,,,,
20,,,,,,0,0.5266465544700623,0.30701011419296265,-1.0719587802886963
20,,,,,,1,0.5534660816192627,0.2707853317260742,-1.0200412273406982
20,,,,,,2,0.5697559714317322,0.2727128267288208,-1.0209380388259888
20,,,,,,3,0.5838783383369446,0.27538347244262695,-1.0207819938659668
20,,,,,,4,0.5096273422241211,0.26698949933052063,-1.0150015354156494
20,,,,,,5,0.49546903371810913,0.26710692048072815,-1.0158169269561768
20,,,,,,6,0.4806525409221649,0.2682377099990845,-1.0168155431747437
20,,,,,,7,0.6050284504890442,0.29325050115585327,-0.7012417912483215
20,,,,,,8,0.46206915378570557,0.2848353981971741,-0.6775204539299011
20,,,,,,9,0.5529311895370483,0.34278303384780884,-0.9455783367156982
20,,,,,,10,0.4989610016345978,0.3395545184612274,-0.942939043045044
20,,,,,,11,0.6915488839149475,0.5141551494598389,-0.48520538210868835
20,,,,,,12,0.3725903332233429,0.5037004947662354,-0.5414332151412964
20,,,,,,13,0.7186375856399536,0.78570157289505,-0.5139097571372986
20,,,,,,14,0.29056861996650696,0.7379801273345947,-1.0980913639068604
20,,,,,,15,0.6367995738983154,0.984984278678894,-0.7910186052322388
20,,,,,,16,0.5087501406669617,0.6090490818023682,-1.838125228881836
20,,,,,,23,0.6106209754943848,0.9527245163917542,0.022192738950252533
20,,,,,,24,0.3925548493862152,0.943060040473938,-0.022394919767975807
21,0,0,0.5398850440979004,0.608910858631134,-2.0783262610901687e-10,,,,
21,0,1,0.574886679649353,0.6037993431091309,0.00803553406149149,,,,
21,0,2,0.594792902469635,0.580928385257721,0.010368045419454575,,,,
21,0,3,0.6036908626556396,0.5581510066986084,0.007524359039962292,,,,
21,0,4,0.6086202263832092,0.5397858619689941,0.005349575076252222,,,,
21,0,5,0.5909458994865417,0.540541410446167,0.02809082716703415,,,,
21,0,6,0.6207770705223083,0.5420016050338745,0.028655672445893288,,,,
21,0,7,0.6105380654335022,0.564182698726654,0.027756046503782272,,,,
21,0,8,0.5933430194854736,0.57581627368927,0.025588683784008026,,,,
21,0,9,0.5820564031600952,0.5342785716056824,0.016956813633441925,,,,
21,0,10,0.6156476736068726,0.5382004380226135,0.01097782701253891,,,,
21,0,11,0.6032972931861877,0.5615725517272949,0.0017076906515285373,,,,
21,0,12,0.5871652960777283,0.5736962556838989,-0.003389934077858925,,,,
21,0,13,0.5712815523147583,0.5319234728813171,0.005094519350677729,,,,
21,0,14,0.6055722236633301,0.5369330048561096,-0.0010165729327127337,,,,
21,0,15,0.5954737663269043,0.5603954195976257,-0.007201456930488348,,,,
21,0,16,0.5799963474273682,0.5715588927268982,-0.010501187294721603,,,,
21,0,17,0.5593370795249939,0.5319700837135315,-0.006923132576048374,,,,
21,0,18,0.5906227231025696,0.5356782674789429,-0.00905507244169712,,,,
21,0,19,0.5890716314315796,0.5535004734992981,-0.011001085862517357,,,,
21,0,20,0.5795647501945496,0.5630192756652832,-0.012695948593318462,,,,
21,,,,,,0,0.5257549285888672,0.30700522661209106,-1.0893604755401611
21,,,,,,1,0.5522927045822144,0.27045679092407227,-1.0368002653121948
21,,,,,,2,0.5690172910690308,0.27224934101104736,-1.0377024412155151
21,,,,,,3,0.5830227136611938,0.27488085627555847,-1.0375512838363647
21,,,,,,4,0.5084050893783569,0.2669934034347534,-1.032497763633728
21,,,,,,5,0.4941760003566742,0.2671166956424713,-1.0333194732666016
21,,,,,,6,0.47947773337364197,0.2683330476284027,-1.034320592880249
21,,,,,,7,0.6041089296340942,0.29302987456321716,-0.7116113305091858
21,,,,,,8,0.4617796242237091,0.28507471084594727,-0.6908212304115295
21,,,,,,9,0.5522392392158508,0.34267252683639526,-0.9601852297782898
21,,,,,,10,0.4983082711696625,0.3395562469959259,-0.9584404826164246
21,,,,,,11,0.6906562447547913,0.5124883055686951,-0.48930275440216064
21,,,,,,12,0.3736419975757599,0.5013363361358643,-0.5483590364456177
21,,,,,,13,0.7190356850624084,0.7857214212417603,-0.5154644846916199
21,,,,,,14,0.2952806055545807,0.7359444499015808,-1.0817705392837524
21,,,,,,15,0.6367543935775757,0.9866741895675659,-0.8003094792366028
21,,,,,,16,0.5158873200416565,0.6089308857917786,-1.8450521230697632
21,,,,,,23,0.6106886863708496,0.9526517987251282,0.021935004740953445
21,,,,,,24,0.39267417788505554,0.9428141117095947,-0.022141195833683014
22,0,0,0.5456750392913818,0.606819748878479,6.987049272488832e-10,,,,
22,0,1,0.580676257610321,0.6032572984695435,0.01127573475241661,,,,
22,0,2,0.5998857021331787,0.5828746557235718,0.016445953398942947,,,,
22,0,3,0.6096783876419067,0.5619679689407349,0.015918901190161705,,,,
22,0,4,0.6145355701446533,0.5457011461257935,0.01577543094754219,,,,
22,0,5,0.5974931716918945,0.5435063242912292,0.03420305997133255,,,,
22,0,6,0.6245236992835999,0.5407390594482422,0.036448631435632706,,,,
22,0,7,0.6163004636764526,0.5605301856994629,0.0360400564968586,,,,
22,0,8,0.6007097363471985,0.572396457195282,0.03436911851167679,,,,
22,0,9,0.5899048447608948,0.5370627045631409,0.022798217833042145,,,,
22,0,10,0.6206732988357544,0.5381728410720825,0.0190102718770504,,,,
22,0,11,0.6104558706283569,0.560465395450592,0.009595396928489208,,,,
22,0,12,0.5957374572753906,0.5726600289344788,0.004383913706988096,,,,
22,0,13,0.5801144242286682,0.5338382124900818,0.010585646145045757,,,,
22,0,14,0.6123421788215637,0.5365089178085327,0.005781768821179867,,,,
22,0,15,0.6041608452796936,0.5588812828063965,-0.0016704010777175426,,,,
22,0,16,0.5898504853248596,0.5704261660575867,-0.005809321533888578,,,,
22,0,17,0.5688385963439941,0.5323091149330139,-0.0014743555802851915,,,,
22,0,18,0.5987222790718079,0.5352073907852173,-0.0032219572458416224,,,,
22,0,19,0.5980043411254883,0.5525930523872375,-0.006086344365030527,,,,
22,0,20,0.5891419649124146,0.5628639459609985,-0.008377435617148876,,,,
22,,,,,,0,0.5246008038520813,0.30704766511917114,-1.071496605873108
22,,,,,,1,0.5506517291069031,0.2702370285987854,-1.0191501379013062
22,,,,,,2,0.5678732395172119,0.27184343338012695,-1.0200473070144653
22,,,,,,3,0.5817679762840271,0.27438682317733765,-1.0198990106582642
22,,,,,,4,0.5070497989654541,0.26707392930984497,-1.0147546529769897
22,,,,,,5,0.4926474094390869,0.2673479914665222,-1.0155795812606812
22,,,,,,6,0.4781436324119568,0.26868537068367004,-1.0165828466415405
22,,,,,,7,0.6033210158348083,0.29281461238861084,-0.6972175240516663
22,,,,,,8,0.4614206552505493,0.2855570912361145,-0.676092267036438
22,,,,,,9,0.5515196323394775,0.3426854908466339,-0.9436101913452148
22,,,,,,10,0.49778395891189575,0.33958277106285095,-0.9417684674263
22,,,,,,11,0.6897293925285339,0.511713981628418,-0.4799156188964844
22,,,,,,12,0.3740530014038086,0.4997696876525879,-0.5380294919013977
22,,,,,,13,0.7190467119216919,0.7857557535171509,-0.5030274987220764
22,,,,,,14,0.2983141541481018,0.7337464094161987,-1.077114462852478
22,,,,,,15,0.6366927623748779,0.9881226420402527,-0.7780871987342834
22,,,,,,16,0.5221167206764221,0.6070243716239929,-1.8280242681503296
22,,,,,,23,0.6107395887374878,0.9525366425514221,0.021552590653300285
22,,,,,,24,0.392839640378952,0.9425265789031982,-0.02175499126315117
23,0,0,0.5565134882926941,0.6057024598121643,9.615264140450108e-10,,,,
23,0,1,0.5902675986289978,0.601865828037262,0.013495327904820442,,,,
23,0,2,0.6082817912101746,0.5811777710914612,0.01923302188515663,,,,
23,0,3,0.617067813873291,0.5609267354011536,0.01885928027331829,,,,
23,0,4,0.622050404548645,0.54496169090271,0.018919046968221664,,,,
23,0,5,0.6033793687820435,0.541761577129364,0.03662389889359474,,,,
23,0,6,0.6316245198249817,0.5392090678215027,0.03960353136062622,,,,
23,0,7,0.6234415769577026,0.5591376423835754,0.03944888338446617,,,,
23,0,8,0.6074516773223877,0.5718188285827637,0.03781915083527565,,,,
23,0,9,0.5959324836730957,0.5351189374923706,0.024354849010705948,,,,
23,0,10,0.628023087978363,0.5365214347839355,0.021662363782525063,,,,
23,0,11,0.6177440881729126,0.5584841966629028,0.012016801163554192,,,,
23,0,12,0.6025726795196533,0.5710092782974243,0.006385699845850468,,,,
23,0,13,0.5868483781814575,0.5314591526985168,0.011557855643332005,,,,
23,0,14,0.6206377744674683,0.5344271063804626,0.008424249477684498,,,,
23,0,15,0.6118652820587158,0.5568832159042358,0.0010612966725602746,,,,
23,0,16,0.5969322323799133,0.5691685676574707,-0.0035244834143668413,,,,
23,0,17,0.576869785785675,0.5295369029045105,-0.0009202408255077899,,,,
23,0,18,0.6082307696342468,0.5334759950637817,-0.001335057313553989,,,,
23,0,19,0.6070360541343689,0.55085289478302,-0.0037767319008708,,,,
23,0,20,0.5975555181503296,0.5616095662117004,-0.006144140847027302,,,,
23,,,,,,0,0.5239480137825012,0.3070676922798157,-1.04520845413208
23,,,,,,1,0.5492768287658691,0.26991739869117737,-0.9919683933258057
23,,,,,,2,0.5669028759002686,0.27132493257522583,-0.9928551316261292
23,,,,,,3,0.580798864364624,0.2737150192260742,-0.9926997423171997
23,,,,,,4,0.5056259632110596,0.2670838236808777,-0.989596962928772
23,,,,,,5,0.49097663164138794,0.2674209773540497,-0.9904101490974426
23,,,,,,6,0.4768058955669403,0.2688506841659546,-0.9914006590843201
23,,,,,,7,0.602225124835968,0.2921100854873657,-0.6718617081642151
23,,,,,,8,0.46084731817245483,0.28583547472953796,-0.6594358086585999
23,,,,,,9,0.5513789653778076,0.34265372157096863,-0.9183247685432434
23,,,,,,10,0.49752888083457947,0.33959007263183594,-0.9190678596496582
23,,,,,,11,0.6883613467216492,0.510796308517456,-0.46083250641822815
23,,,,,,12,0.3743186295032501,0.4989129900932312,-0.5312291979789734
23,,,,,,13,0.7191287875175476,0.7853280305862427,-0.4844655394554138
23,,,,,,14,0.30443233251571655,0.7327807545661926,-1.0706846714019775
23,,,,,,15,0.6362953782081604,0.9881006479263306,-0.7566305994987488
23,,,,,,16,0.5296844840049744,0.6021352410316467,-1.8204948902130127
23,,,,,,23,0.6110078692436218,0.9522501230239868,0.02125232107937336
23,,,,,,24,0.39297306537628174,0.9418767690658569,-0.0214614886790514
24,0,0,0.5616267919540405,0.604658842086792,1.0440018849422472e-09,,,,
24,0,1,0.5935980081558228,0.5992496013641357,0.01458760630339384,,,,
24,0,2,0.6094371676445007,0.5776302218437195,0.020585540682077408,,,,
24,0,3,0.6177719831466675,0.5572687983512878,0.020236993208527565,,,,
24,0,4,0.6233325004577637,0.5409127473831177,0.020271068438887596,,,,
24,0,5,0.6049209833145142,0.5378995537757874,0.038184184581041336,,,,
24,0,6,0.6333047151565552,0.536117434501648,0.0407743863761425,,,,
24,0,7,0.6267712712287903,0.5568565130233765,0.03995003178715706,,,,
24,0,8,0.6110305190086365,0.5708943009376526,0.03784332424402237,,,,
24,0,9,0.5977486371994019,0.5315268635749817,0.02515878900885582,,,,
24,0,10,0.630101203918457,0.5337747931480408,0.022062765434384346,,,,
24,0,11,0.621034562587738,0.5568022727966309,0.011666182428598404,,,,
24,0,12,0.6063792109489441,0.5700302720069885,0.005439125467091799,,,,
24,0,13,0.5888654589653015,0.5284811854362488,0.011544914916157722,,,,
24,0,14,0.622577428817749,0.5324768424034119,0.008053826168179512,,,,
24,0,15,0.6148672699928284,0.5554438233375549,0.00019376906857360154,,,,
24,0,16,0.6003131866455078,0.5680087804794312,-0.004816992208361626,,,,
24,0,17,0.578802227973938,0.52739018201828,-0.0016471464186906815,,,,
24,0,18,0.6100103855133057,0.5315619111061096,-0.0025866003707051277,,,,
24,0,19,0.6095033288002014,0.549529492855072,-0.005389102268964052,,,,
24,0,20,0.6004239916801453,0.5608143210411072,-0.007992597296833992,,,,
24,,,,,,0,0.5238879323005676,0.30706101655960083,-0.9844546914100647
24,,,,,,1,0.5487325191497803,0.26952478289604187,-0.931219220161438
24,,,,,,2,0.5664582252502441,0.2708490192890167,-0.9320883750915527
24,,,,,,3,0.5804633498191833,0.2731817364692688,-0.9319185018539429
24,,,,,,4,0.5050439238548279,0.26689955592155457,-0.9290722012519836
24,,,,,,5,0.4901409447193146,0.2673034369945526,-0.9298743009567261
24,,,,,,6,0.4759192168712616,0.2688075006008148,-0.9308481216430664
24,,,,,,7,0.6013176441192627,0.2915836274623871,-0.618664562702179
24,,,,,,8,0.4595336616039276,0.28584742546081543,-0.6076202988624573
24,,,,,,9,0.5513982176780701,0.3426300585269928,-0.8609197735786438
24,,,,,,10,0.4971274137496948,0.33955979347229004,-0.8620414733886719
24,,,,,,11,0.6865103840827942,0.5098494291305542,-0.42366278171539307
24,,,,,,12,0.37433910369873047,0.49812349677085876,-0.49204543232917786
24,,,,,,13,0.7191414833068848,0.7843535542488098,-0.4485417604446411
24,,,,,,14,0.307438462972641,0.7320879697799683,-1.0150014162063599
24,,,,,,15,0.6357853412628174,0.988063633441925,-0.7074628472328186
24,,,,,,16,0.5321475267410278,0.5985241532325745,-1.748881220817566
24,,,,,,23,0.6111081838607788,0.952184796333313,0.021035056561231613
24,,,,,,24,0.3930630087852478,0.9416375756263733,-0.021246327087283134
25,0,0,0.5594327449798584,0.6013108491897583,1.0547173134867194e-09,,,,
25,0,1,0.5932890176773071,0.5967953205108643,0.010729172267019749,,,,
25,0,2,0.6109205484390259,0.5737908482551575,0.014730763621628284,,,,
25,0,3,0.6165874004364014,0.5511139631271362,0.013052616268396378,,,,
25,0,4,0.6193583011627197,0.5331836938858032,0.011993362568318844,,,,
25,0,5,0.6075192093849182,0.5382383465766907,0.033304788172245026,,,,
25,0,6,0.6332839727401733,0.5342860817909241,0.034669410437345505,,,,
25,0,7,0.6257355809211731,0.5548554062843323,0.033619869500398636,,,,
25,0,8,0.6105865240097046,0.568253219127655,0.031505126506090164,,,,
25,0,9,0.5988525748252869,0.5311470031738281,0.021771254017949104,,,,
25,0,10,0.6283628940582275,0.5316999554634094,0.017631856724619865,,,,
25,0,11,0.6182219982147217,0.5549092292785645,0.007620768155902624,,,,
25,0,12,0.6041747331619263,0.5678698420524597,0.0018497036071494222,,,,
25,0,13,0.5886420607566833,0.52736496925354,0.009412170387804508,,,,
25,0,14,0.6205599904060364,0.5298007726669312,0.005220342427492142,,,,
25,0,15,0.6123648881912231,0.5527572631835938,-0.002344848122447729,,,,
25,0,16,0.5981645584106445,0.5654307007789612,-0.006942317355424166,,,,
25,0,17,0.5773714184761047,0.525455892086029,-0.002874509198591113,,,,
25,0,18,0.6077536344528198,0.529672384262085,-0.0034655360504984856,,,,
25,0,19,0.6070759892463684,0.5471110939979553,-0.0059895990416407585,,,,
25,0,20,0.5982716679573059,0.5576891303062439,-0.008411375805735588,,,,
25,,,,,,0,0.5238470435142517,0.3070589005947113,-0.9771113991737366
25,,,,,,1,0.548538327217102,0.2692530155181885,-0.923713743686676
25,,,,,,2,0.5663053393363953,0.2705146372318268,-0.924587607383728
25,,,,,,3,0.5803735256195068,0.27280959486961365,-0.9244207739830017
25,,,,,,4,0.5045483708381653,0.26680195331573486,-0.9216319918632507
25,,,,,,5,0.48936957120895386,0.26724985241889954,-0.9224353432655334
25,,,,,,6,0.47520914673805237,0.2687909007072449,-0.9234086275100708
25,,,,,,7,0.6008896231651306,0.29122552275657654,-0.6107296943664551
25,,,,,,8,0.45873531699180603,0.28585726022720337,-0.5999165773391724
25,,,,,,9,0.5514127016067505,0.3426119089126587,-0.853472888469696
25,,,,,,10,0.4967910945415497,0.33951061964035034,-0.8546611666679382
25,,,,,,11,0.6854485869407654,0.5093397498130798,-0.41858288645744324
25,,,,,,12,0.37428247928619385,0.4977964162826538,-0.4842766523361206
25,,,,,,13,0.7191506028175354,0.7834596633911133,-0.4493373930454254
25,,,,,,14,0.30898618698120117,0.7317234873771667,-1.0018539428710938
25,,,,,,15,0.6355569958686829,0.9879540205001831,-0.716541588306427
25,,,,,,16,0.5321698784828186,0.5978217124938965,-1.7373501062393188
25,,,,,,23,0.611201286315918,0.9521422982215881,0.020492693409323692
25,,,,,,24,0.393125981092453,0.9415430426597595,-0.020703565329313278
26,0,0,0.5589920282363892,0.5986771583557129,1.8724497508060267e-09,,,,
26,0,1,0.5901814699172974,0.5934355854988098,0.012978782877326012,,,,
26,0,2,0.6062944531440735,0.5715059638023376,0.01720704324543476,,,,
26,0,3,0.6136541366577148,0.5503548979759216,0.015227940864861012,,,,
26,0,4,0.6193272471427917,0.5319491028785706,0.013890216127038002,,,,
26,0,5,0.6016455888748169,0.5361191034317017,0.035719942301511765,,,,
26,0,6,0.629190981388092,0.5308710336685181,0.03745551034808159,,,,
26,0,7,0.6232613325119019,0.5513170957565308,0.03656288981437683,,,,
26,0,8,0.608151912689209,0.5659430027008057,0.03444833308458328,,,,
26,0,9,0.5941261053085327,0.52973872423172,0.023063356056809425,,,,
26,0,10,0.6255550384521484,0.5288646221160889,0.01902618072926998,,,,
26,0,11,0.616741418838501,0.5518957376480103,0.008514128625392914,,,,
26,0,12,0.6024653911590576,0.5658291578292847,0.0024088220670819283,,,,
26,0,13,0.5846603512763977,0.5258386731147766,0.009775934740900993,,,,
26,0,14,0.6183151006698608,0.5278947353363037,0.00601541344076395,,,,
26,0,15,0.6103827953338623,0.5509344935417175,-0.0016470018308609724,,,,
26,0,16,0.5956761240959167,0.5641101598739624,-0.006470507010817528,,,,
26,0,17,0.5740038752555847,0.5236217975616455,-0.0032051843591034412,,,,
26,0,18,0.6058311462402344,0.5272133946418762,-0.0037726147565990686,,,,
26,0,19,0.6058949828147888,0.5450001955032349,-0.006255780812352896,,,,
26,0,20,0.5971294641494751,0.5564407110214233,-0.008726542815566063,,,,
26,,,,,,0,0.5238221883773804,0.30706799030303955,-0.968684196472168
26,,,,,,1,0.5482836961746216,0.2691458761692047,-0.9144313335418701
26,,,,,,2,0.5660733580589294,0.2703629434108734,-0.9153074026107788
26,,,,,,3,0.5801625847816467,0.2726346552371979,-0.9151470065116882
26,,,,,,4,0.504256010055542,0.26677507162094116,-0.9125189185142517
26,,,,,,5,0.4889790713787079,0.2672378122806549,-0.9133201837539673
26,,,,,,6,0.47480517625808716,0.26879560947418213,-0.9142982363700867
26,,,,,,7,0.6004021167755127,0.2911066710948944,-0.5999383330345154
26,,,,,,8,0.4580720365047455,0.28587695956230164,-0.5895510315895081
26,,,,,,9,0.5514287948608398,0.34261178970336914,-0.8447328805923462
26,,,,,,10,0.49652063846588135,0.33950644731521606,-0.8460215926170349
26,,,,,,11,0.6843437552452087,0.5091992616653442,-0.4093085825443268
26,,,,,,12,0.3742479979991913,0.4978315532207489,-0.4762159585952759
26,,,,,,13,0.7191598415374756,0.7831333875656128,-0.4406128227710724
26,,,,,,14,0.30923160910606384,0.7314109206199646,-0.992824137210846
26,,,,,,15,0.6354965567588806,0.9879190921783447,-0.7082703709602356
26,,,,,,16,0.5325005054473877,0.5951725840568542,-1.7254654169082642
26,,,,,,23,0.611254096031189,0.9521335959434509,0.0201138686388731
26,,,,,,24,0.3931652009487152,0.9415613412857056,-0.02032780647277832
27,0,0,0.5532852411270142,0.5965366959571838,1.2117344905249183e-09,,,,
27,0,1,0.5850287675857544,0.5924641489982605,0.007723984308540821,,,,
27,0,2,0.603786289691925,0.5702382922172546,0.009959964081645012,,,,
27,0,3,0.6122043132781982,0.5484461188316345,0.0071809678338468075,,,,
27,0,4,0.6167472004890442,0.5310080051422119,0.005028861109167337,,,,
27,0,5,0.5996962785720825,0.5324127078056335,0.02791627123951912,,,,
27,0,6,0.6267300844192505,0.5291873812675476,0.027862008661031723,,,,
27,0,7,0.6202832460403442,0.5499693751335144,0.0265142023563385,,,,
27,0,8,0.6055812239646912,0.563776433467865,0.024295296519994736,,,,
27,0,9,0.5912535786628723,0.5256151556968689,0.01738249510526657,,,,
27,0,10,0.6221101880073547,0.5268424153327942,0.012047830037772655,,,,
27,0,11,0.6130893230438232,0.5507000088691711,0.002556686755269766,,,,
27,0,12,0.5994053483009338,0.5639657974243164,-0.002816598629578948,,,,
27,0,13,0.5807154774665833,0.5223424434661865,0.00590928178280592,,,,
27,0,14,0.6137624979019165,0.5256484150886536,0.00045963225420564413,,,,
27,0,15,0.6058865189552307,0.5494642853736877,-0.006355960853397846,,,,
27,0,16,0.5917900204658508,0.562131941318512,-0.010317385196685791,,,,
27,0,17,0.5686981081962585,0.5214396119117737,-0.005721290595829487,,,,
27,0,18,0.5998549461364746,0.5263366103172302,-0.007566400803625584,,,,
27,0,19,0.599463164806366,0.5448276996612549,-0.009831800125539303,,,,
27,0,20,0.5906538367271423,0.55577552318573,-0.011810586787760258,,,,
27,,,,,,0,0.5235965847969055,0.3070724606513977,-0.9523934125900269
27,,,,,,1,0.547477662563324,0.2690263092517853,-0.8993226289749146
27,,,,,,2,0.5654146671295166,0.2701801359653473,-0.9001941680908203
27,,,,,,3,0.5796156525611877,0.272402822971344,-0.9000316858291626
27,,,,,,4,0.503682553768158,0.2667471468448639,-0.8960213661193848
27,,,,,,5,0.4882567822933197,0.2672271430492401,-0.8968331217765808
27,,,,,,6,0.47417446970939636,0.2687969505786896,-0.897819459438324
27,,,,,,7,0.600001871585846,0.2909502387046814,-0.5895410180091858
27,,,,,,8,0.4573217034339905,0.28588515520095825,-0.5729248523712158
27,,,,,,9,0.551344633102417,0.34261253476142883,-0.830024003982544
27,,,,,,10,0.49608004093170166,0.3395042419433594,-0.8294909000396729
27,,,,,,11,0.6841661334037781,0.5091825127601624,-0.4001750349998474
27,,,,,,12,0.37420833110809326,0.4978533089160919,-0.45871976017951965
27,,,,,,13,0.7192407250404358,0.78312087059021,-0.41800928115844727
27,,,,,,14,0.30871811509132385,0.7311511039733887,-0.9616905450820923
27,,,,,,15,0.6356172561645508,0.9891160726547241,-0.6615933179855347
27,,,,,,16,0.5312654972076416,0.5929176807403564,-1.6788408756256104
27,,,,,,23,0.6113225221633911,0.9521424770355225,0.018764358013868332
27,,,,,,24,0.39318954944610596,0.9416370987892151,-0.018985135480761528
28,0,0,0.5427588224411011,0.586661696434021,4.5746334498275587e-10,,,,
28,0,1,0.5680159330368042,0.5836633443832397,-0.0021982702892273664,,,,
28,0,2,0.5907161235809326,0.5593982934951782,-0.0072996607050299644,,,,
28,0,3,0.6025204658508301,0.537240207195282,-0.015644395723938942,,,,
28,0,4,0.6083406209945679,0.5174602270126343,-0.023070121183991432,,,,
28,0,5,0.5839025378227234,0.5158252716064453,0.01024992112070322,,,,
28,0,6,0.604295015335083,0.500527560710907,0.003992978483438492,,,,
28,0,7,0.6186860799789429,0.5167232751846313,0.0011708701495081186,,,,
28,0,8,0.6230188012123108,0.5343263149261475,-0.0011198699939996004,,,,
28,0,9,0.5702187418937683,0.5110024213790894,0.001958723645657301,,,,
28,0,10,0.6009701490402222,0.5109916925430298,-0.009068028070032597,,,,
28,0,11,0.5965226888656616,0.5372632741928101,-0.013853526674211025,,,,
28,0,12,0.5839061141014099,0.5505049228668213,-0.01403011754155159,,,,
28,0,13,0.5565087199211121,0.5116883516311646,-0.008488795720040798,,,,
28,0,14,0.5892645716667175,0.5181812047958374,-0.018887603655457497,,,,
28,0,15,0.5834721326828003,0.541804850101471,-0.02028745412826538,,,,
28,0,16,0.5704787969589233,0.5500420928001404,-0.018975209444761276,,,,
28,0,17,0.541384756565094,0.5162698030471802,-0.0201052725315094,,,,
28,0,18,0.5719468593597412,0.523579478263855,-0.025664348155260086,,,,
28,0,19,0.5727906823158264,0.5409303903579712,-0.02521441876888275,,,,
28,0,20,0.5640385150909424,0.5482948422431946,-0.023719504475593567,,,,
28,,,,,,0,0.5230991840362549,0.30727070569992065,-1.009320616722107
28,,,,,,1,0.5462719798088074,0.2690142095088959,-0.961572527885437
28,,,,,,2,0.5645110011100769,0.2701580822467804,-0.9624690413475037
28,,,,,,3,0.5787060260772705,0.2723461091518402,-0.9623115658760071
28,,,,,,4,0.5029876828193665,0.26678466796875,-0.9506251811981201
28,,,,,,5,0.48755723237991333,0.26728010177612305,-0.95145583152771
28,,,,,,6,0.4736473560333252,0.26885899901390076,-0.9525167346000671
28,,,,,,7,0.5996516942977905,0.29092827439308167,-0.6562572121620178
28,,,,,,8,0.4567766487598419,0.28598901629447937,-0.6077651977539062
28,,,,,,9,0.5509800314903259,0.342803418636322,-0.8882537484169006
28,,,,,,10,0.4956572651863098,0.33970075845718384,-0.8776359558105469
28,,,,,,11,0.6841332912445068,0.5091908574104309,-0.45573189854621887
28,,,,,,12,0.3741677701473236,0.49798235297203064,-0.4720067083835602
28,,,,,,13,0.7192490100860596,0.7839800119400024,-0.4700509309768677
28,,,,,,14,0.3068283796310425,0.7310100793838501,-0.9976127743721008
28,,,,,,15,0.6365091800689697,0.9954150319099426,-0.7013050317764282
28,,,,,,16,0.5307899117469788,0.5870364308357239,-1.7591347694396973
28,,,,,,23,0.6110065579414368,0.9513958096504211,0.014478546567261219
28,,,,,,24,0.3932110369205475,0.9408032894134521,-0.014667109586298466
29,0,0,0.517610490322113,0.5850640535354614,3.2530362847893457e-09,,,,
29,0,1,0.5471780300140381,0.5799815654754639,-0.005367545410990715,,,,
29,0,2,0.5727823972702026,0.5559715628623962,-0.014780287630856037,,,,
29,0,3,0.5853044390678406,0.5341790914535522,-0.027295397594571114,,,,
29,0,4,0.5884865522384644,0.5159574747085571,-0.039787713438272476,,,,
29,0,5,0.5612216591835022,0.5110901594161987,0.0005263682105578482,,,,
29,0,6,0.5810517072677612,0.4913104474544525,-0.012493652291595936,,,,
29,0,7,0.5993712544441223,0.4854908585548401,-0.02405383624136448,,,,
29,0,8,0.6136393547058105,0.4820071756839752,-0.032414887100458145,,,,
29,0,9,0.5455441474914551,0.5064207911491394,-0.007719184271991253,,,,
29,0,10,0.575693666934967,0.5118021965026855,-0.02384750172495842,,,,
29,0,11,0.5699535012245178,0.53753662109375,-0.03146732226014137,,,,
29,0,12,0.5581303834915161,0.5481448173522949,-0.033884599804878235,,,,
29,0,13,0.5306397676467896,0.5077736973762512,-0.017983349040150642,,,,
29,0,14,0.5609461069107056,0.5143848657608032,-0.03258810564875603,,,,
29,0,15,0.5562525391578674,0.5372321605682373,-0.034447815269231796,,,,
29,0,16,0.5446393489837646,0.546263575553894,-0.033759936690330505,,,,
29,0,17,0.5154773592948914,0.5133932828903198,-0.029888726770877838,,,,
29,0,18,0.5429661273956299,0.5181237459182739,-0.03686358034610748,,,,
29,0,19,0.5454767346382141,0.5356926918029785,-0.035886265337467194,,,,
29,0,20,0.5385411381721497,0.5443201661109924,-0.03466569259762764,,,,
29,,,,,,0,0.5227963328361511,0.3073258697986603,-1.020769476890564
29,,,,,,1,0.5454900860786438,0.2690054476261139,-0.9713969230651855
29,,,,,,2,0.5638902187347412,0.2701134979724884,-0.9722966551780701
29,,,,,,3,0.5781360864639282,0.27226144075393677,-0.9721378087997437
29,,,,,,4,0.5023674964904785,0.2668776214122772,-0.9631011486053467
