frame,hand_index,landmark_index,x,y,z
0,0,0,0.39694467186927795,0.7169057726860046,2.42958264617954e-10
0,0,1,0.42514342069625854,0.6698851585388184,0.006950698792934418
0,0,2,0.43780744075775146,0.6291366815567017,-0.0019306062022224069
0,0,3,0.4391687214374542,0.5990878939628601,-0.013889772817492485
0,0,4,0.4442770183086395,0.5712659358978271,-0.026672767475247383
0,0,5,0.40245550870895386,0.615280270576477,-0.026539983227849007
0,0,6,0.44434934854507446,0.6122760772705078,-0.041616734117269516
0,0,7,0.4723513126373291,0.6209787130355835,-0.04997938871383667
0,0,8,0.4924778938293457,0.626567542552948,-0.056979868561029434
0,0,9,0.3919733762741089,0.635636568069458,-0.04207344725728035
0,0,10,0.44263243675231934,0.636294960975647,-0.060844313353300095
0,0,11,0.4761672616004944,0.6438166499137878,-0.0684966892004013
0,0,12,0.5000748634338379,0.6497212052345276,-0.0764436423778534
0,0,13,0.39020273089408875,0.6604165434837341,-0.054567210376262665
0,0,14,0.4379707872867584,0.6593684554100037,-0.06979727745056152
0,0,15,0.4723503291606903,0.6632853746414185,-0.07076170295476913
0,0,16,0.49778544902801514,0.6680880188941956,-0.07346021384000778
0,0,17,0.3946723937988281,0.6863720417022705,-0.06641324609518051
0,0,18,0.4311247766017914,0.6833887696266174,-0.0777062252163887
0,0,19,0.45634129643440247,0.6815954446792603,-0.07748063653707504
0,0,20,0.4760519564151764,0.6805348992347717,-0.07842567563056946
0,1,0,0.6484823822975159,0.7309889793395996,4.973597977908639e-09
0,1,1,0.6458021402359009,0.6931748390197754,0.002451519947499037
0,1,2,0.6350988149642944,0.6499443054199219,-0.009231253527104855
0,1,3,0.6310625076293945,0.6159467101097107,-0.021193448454141617
0,1,4,0.6396042704582214,0.5890796780586243,-0.03376631811261177
0,1,5,0.6242610812187195,0.6537594795227051,-0.0409240685403347
0,1,6,0.5728825330734253,0.6371942162513733,-0.056262556463479996
0,1,7,0.5446069240570068,0.6301462650299072,-0.06092657521367073
0,1,8,0.5227881073951721,0.6256725788116455,-0.06357746571302414
0,1,9,0.6154115200042725,0.678724467754364,-0.05027422681450844
0,1,10,0.5589304566383362,0.6588889956474304,-0.06675780564546585
0,1,11,0.5299260020256042,0.6501080393791199,-0.0674552172422409
0,1,12,0.5098687410354614,0.6448027491569519,-0.06789063662290573
0,1,13,0.604900062084198,0.7040155529975891,-0.05665098875761032
0,1,14,0.5537348389625549,0.6828681826591492,-0.06850957870483398
0,1,15,0.525625467300415,0.6717344522476196,-0.06457144021987915
0,1,16,0.5074633955955505,0.664003312587738,-0.0618288628757
0,1,17,0.5943489074707031,0.7274923920631409,-0.062212590128183365
0,1,18,0.5540646314620972,0.7066002488136292,-0.06995189189910889
0,1,19,0.5320266485214233,0.6946232914924622,-0.06728572398424149
0,1,20,0.5161803364753723,0.6842764019966125,-0.0660976693034172
1,0,0,0.3927314281463623,0.7203033566474915,-4.735207781436657e-09
1,0,1,0.4223730266094208,0.6758483052253723,0.005886679515242577
1,0,2,0.4358866810798645,0.6369911432266235,-0.0037255820352584124
1,0,3,0.4394611418247223,0.6072445511817932,-0.01651811972260475
1,0,4,0.44263166189193726,0.5798165202140808,-0.02965357154607773
1,0,5,0.40248966217041016,0.6173251867294312,-0.026044322177767754
1,0,6,0.44610199332237244,0.6139653921127319,-0.04192987456917763
1,0,7,0.47507405281066895,0.6243497729301453,-0.050273045897483826
1,0,8,0.49574899673461914,0.6319597959518433,-0.05722443014383316
1,0,9,0.39336660504341125,0.6357009410858154,-0.04213434457778931
1,0,10,0.444543719291687,0.6360195875167847,-0.06280156224966049
1,0,11,0.4778476357460022,0.6440504193305969,-0.07061988860368729
1,0,12,0.5021705031394958,0.6510552167892456,-0.07783152908086777
1,0,13,0.39089420437812805,0.6595104336738586,-0.05562470480799675
1,0,14,0.43954840302467346,0.659124493598938,-0.07175308465957642
1,0,15,0.4727008044719696,0.6639115214347839,-0.07155860960483551
1,0,16,0.4966817796230316,0.6695721745491028,-0.07288991659879684
1,0,17,0.39395222067832947,0.6855490207672119,-0.0687386766076088
1,0,18,0.4313155710697174,0.6821585893630981,-0.07976853102445602
1,0,19,0.4554106891155243,0.6814414262771606,-0.07887101173400879
1,0,20,0.473937451839447,0.6816679835319519,-0.07910006493330002
1,1,0,0.6505925059318542,0.7348703742027283,1.739384081211881e-09
1,1,1,0.647907018661499,0.6960908770561218,0.004074598662555218
1,1,2,0.6365723609924316,0.6515965461730957,-0.00628251675516367
